time,latitude,longitude,altitude (ft)
2020-10-08 17:24:29,42.969787772,-78.807863237,611.8
2020-10-08 17:24:30,42.969612954,-78.808019264,610.3
2020-10-08 17:24:31,42.969442989,-78.808170960,610.6
2020-10-08 17:24:32,42.969265003,-78.808329813,611.3
2020-10-08 17:24:33,42.969077894,-78.808476133,612.9
2020-10-08 17:24:34,42.968914749,-78.808636970,614.8
2020-10-08 17:24:35,42.968735153,-78.808799844,615.0
2020-10-08 17:24:36,42.968582994,-78.808968040,615.6
2020-10-08 17:24:37,42.968418169,-78.809116097,616.2
2020-10-08 17:24:38,42.968251894,-78.809265817,616.0
2020-10-08 17:24:39,42.968081503,-78.809415176,615.2
2020-10-08 17:24:40,42.967921994,-78.809554060,616.0
2020-10-08 17:24:41,42.967762119,-78.809694021,616.4
2020-10-08 17:24:42,42.967597616,-78.809839338,616.0
2020-10-08 17:24:43,42.967441598,-78.809975740,615.4
2020-10-08 17:24:44,42.967295853,-78.810100195,613.9
2020-10-08 17:24:45,42.967134131,-78.810235433,615.1
2020-10-08 17:24:46,42.966971518,-78.810371877,616.7
2020-10-08 17:24:47,42.966804311,-78.810521006,617.1
2020-10-08 17:24:48,42.966658952,-78.810646149,617.5
2020-10-08 17:24:49,42.966500348,-78.810789450,617.6
2020-10-08 17:24:50,42.966375942,-78.810941779,617.4
2020-10-08 17:24:51,42.966224770,-78.811079474,618.0
2020-10-08 17:24:52,42.966088279,-78.811204793,617.3
2020-10-08 17:24:53,42.965939020,-78.811338441,618.3
2020-10-08 17:24:54,42.965783964,-78.811481872,620.7
2020-10-08 17:24:55,42.965635286,-78.811619678,622.0
2020-10-08 17:24:56,42.965474984,-78.811767968,622.2
2020-10-08 17:24:57,42.965322302,-78.811908718,621.9
2020-10-08 17:24:58,42.965163369,-78.812052649,621.2
2020-10-08 17:24:59,42.965013723,-78.812190569,621.6
2020-10-08 17:25:00,42.964851786,-78.812337151,623.0
2020-10-08 17:25:01,42.964709674,-78.812467367,624.1
2020-10-08 17:25:02,42.964551987,-78.812605631,625.8
2020-10-08 17:25:03,42.964406871,-78.812731983,625.9
2020-10-08 17:25:04,42.964267603,-78.812856035,625.2
2020-10-08 17:25:05,42.964118988,-78.812986481,624.4
2020-10-08 17:25:06,42.963954537,-78.813103860,624.9
2020-10-08 17:25:07,42.963825189,-78.813218545,623.3
2020-10-08 17:25:08,42.963709869,-78.813320519,622.6
2020-10-08 17:25:09,42.963613878,-78.813404731,621.6
2020-10-08 17:25:10,42.963510877,-78.813495792,619.8
2020-10-08 17:25:11,42.963441698,-78.813554157,619.1
2020-10-08 17:25:12,42.963392058,-78.813596543,619.0
2020-10-08 17:25:13,42.963348667,-78.813636452,619.6
2020-10-08 17:25:14,42.963323411,-78.813662470,619.3
2020-10-08 17:25:16,42.963285800,-78.813693579,620.3
2020-10-08 17:25:19,42.963305646,-78.813698093,620.9
2020-10-08 17:25:22,42.963321156,-78.813672146,622.2
2020-10-08 17:25:37,42.963337642,-78.813640819,623.8
2020-10-08 17:25:49,42.963353993,-78.813616812,624.0
2020-10-08 17:25:51,42.963305191,-78.813654221,623.1
2020-10-08 17:25:52,42.963258271,-78.813691625,626.4
2020-10-08 17:25:53,42.963208590,-78.813737261,626.4
2020-10-08 17:25:54,42.963151313,-78.813795818,627.4
2020-10-08 17:25:55,42.963089404,-78.813853048,628.3
2020-10-08 17:25:56,42.963024086,-78.813896576,631.3
2020-10-08 17:25:57,42.962983958,-78.813925257,633.6
2020-10-08 17:25:58,42.962882132,-78.813949397,638.7
2020-10-08 17:25:59,42.962718539,-78.813940960,636.0
2020-10-08 17:26:00,42.962530939,-78.813937228,643.8
2020-10-08 17:26:01,42.962369852,-78.813926535,638.3
2020-10-08 17:26:02,42.962212946,-78.813928882,633.1
2020-10-08 17:26:03,42.962056414,-78.813930156,639.5
2020-10-08 17:26:04,42.961895078,-78.813937660,647.1
2020-10-08 17:26:05,42.961731056,-78.813941436,645.3
2020-10-08 17:26:06,42.961566945,-78.813944732,643.8
2020-10-08 17:26:07,42.961410146,-78.813940026,640.7
2020-10-08 17:26:08,42.961255655,-78.813934116,641.3
2020-10-08 17:26:09,42.961091892,-78.813938779,644.2
2020-10-08 17:26:10,42.960935038,-78.813948055,643.5
2020-10-08 17:26:11,42.960782004,-78.813945678,646.1
2020-10-08 17:26:12,42.960601985,-78.813962675,650.5
2020-10-08 17:26:13,42.960429548,-78.813963754,651.3
2020-10-08 17:26:14,42.960272736,-78.813962831,656.0
2020-10-08 17:26:15,42.960124065,-78.813962428,654.5
2020-10-08 17:26:16,42.959978239,-78.813960269,654.6
2020-10-08 17:26:17,42.959828547,-78.813953409,657.0
2020-10-08 17:26:18,42.959703753,-78.813950058,657.7
2020-10-08 17:26:19,42.959575531,-78.813946833,659.4
2020-10-08 17:26:20,42.959434847,-78.813952204,665.5
2020-10-08 17:26:21,42.959309849,-78.813956480,664.6
2020-10-08 17:26:22,42.959181479,-78.813952976,663.0
2020-10-08 17:26:23,42.959050790,-78.813959193,667.8
2020-10-08 17:26:24,42.958929152,-78.813956709,663.9
2020-10-08 17:26:25,42.958797027,-78.813954044,665.3
2020-10-08 17:26:26,42.958678015,-78.813951784,668.7
2020-10-08 17:26:27,42.958560067,-78.813948807,668.6
2020-10-08 17:26:28,42.958432182,-78.813945207,671.1
2020-10-08 17:26:29,42.958299723,-78.813941825,671.0
2020-10-08 17:26:30,42.958173416,-78.813939492,673.3
2020-10-08 17:26:31,42.958050677,-78.813935532,676.6
2020-10-08 17:26:32,42.957913816,-78.813931801,677.6
2020-10-08 17:26:33,42.957782424,-78.813926439,678.9
2020-10-08 17:26:34,42.957653065,-78.813925094,681.7
2020-10-08 17:26:35,42.957523048,-78.813924123,682.6
2020-10-08 17:26:36,42.957373286,-78.813921934,682.8
2020-10-08 17:26:37,42.957214136,-78.813914271,681.7
2020-10-08 17:26:38,42.957071552,-78.813908250,682.5
2020-10-08 17:26:39,42.956912412,-78.813897976,682.1
2020-10-08 17:26:40,42.956761911,-78.813886408,683.3
2020-10-08 17:26:41,42.956596406,-78.813873709,683.9
2020-10-08 17:26:42,42.956437098,-78.813862533,685.9
2020-10-08 17:26:43,42.956288586,-78.813850426,685.3
2020-10-08 17:26:44,42.956139890,-78.813837628,684.3
2020-10-08 17:26:45,42.955981343,-78.813853305,685.2
2020-10-08 17:26:46,42.955819639,-78.813829652,686.2
2020-10-08 17:26:47,42.955663176,-78.813832672,686.1
2020-10-08 17:26:48,42.955500075,-78.813833339,686.0
2020-10-08 17:26:49,42.955329601,-78.813835593,686.4
2020-10-08 17:26:50,42.955157432,-78.813837190,687.1
2020-10-08 17:26:51,42.954990800,-78.813834084,687.4
2020-10-08 17:26:52,42.954829165,-78.813832289,687.6
2020-10-08 17:26:53,42.954659118,-78.813828776,687.8
2020-10-08 17:26:54,42.954501079,-78.813837962,688.4
2020-10-08 17:26:55,42.954343346,-78.813837105,689.3
2020-10-08 17:26:56,42.954175835,-78.813838995,690.5
2020-10-08 17:26:57,42.954010703,-78.813831689,689.6
2020-10-08 17:26:58,42.953838455,-78.813839534,689.7
2020-10-08 17:26:59,42.953669006,-78.813848412,690.6
2020-10-08 17:27:00,42.953500859,-78.813857604,691.3
2020-10-08 17:27:01,42.953334097,-78.813872780,691.1
2020-10-08 17:27:02,42.953179482,-78.813883088,690.6
2020-10-08 17:27:03,42.953044249,-78.813892311,690.8
2020-10-08 17:27:04,42.952939726,-78.813869903,688.9
2020-10-08 17:27:05,42.952836174,-78.813866986,689.4
2020-10-08 17:27:06,42.952765591,-78.813872642,688.0
2020-10-08 17:27:07,42.952708396,-78.813869489,687.5
2020-10-08 17:27:08,42.952668065,-78.813872764,686.6
2020-10-08 17:27:09,42.952640059,-78.813866940,686.2
2020-10-08 17:27:10,42.952609367,-78.813861833,686.8
2020-10-08 17:27:11,42.952576072,-78.813853224,686.8
2020-10-08 17:27:12,42.952530939,-78.813846984,687.4
2020-10-08 17:27:13,42.952467919,-78.813842825,688.6
2020-10-08 17:27:14,42.952387001,-78.813841217,688.8
2020-10-08 17:27:15,42.952301344,-78.813830527,689.4
2020-10-08 17:27:16,42.952211794,-78.813820721,688.7
2020-10-08 17:27:17,42.952118367,-78.813814863,688.4
2020-10-08 17:27:18,42.952027612,-78.813807829,688.4
2020-10-08 17:27:19,42.951935810,-78.813804717,689.0
2020-10-08 17:27:20,42.951830506,-78.813801132,688.7
2020-10-08 17:27:21,42.951751146,-78.813799869,688.3
2020-10-08 17:27:22,42.951684033,-78.813802549,687.4
2020-10-08 17:27:23,42.951619927,-78.813803677,687.2
2020-10-08 17:27:26,42.951601596,-78.813803937,687.8
2020-10-08 17:27:35,42.951597927,-78.813806676,688.8
2020-10-08 17:27:52,42.951565872,-78.813816741,689.0
2020-10-08 17:27:53,42.951518900,-78.813816074,689.0
2020-10-08 17:27:54,42.951457610,-78.813816437,688.9
2020-10-08 17:27:55,42.951379713,-78.813817030,688.7
2020-10-08 17:27:56,42.951292781,-78.813815664,689.0
2020-10-08 17:27:57,42.951193047,-78.813812418,689.1
