lat,long
42.98837,-78.79094
42.97039,-78.80732
42.98822,-78.79107
42.97026,-78.80744
42.98808,-78.79121
42.97011,-78.80758
42.98793,-78.79133
42.96995,-78.80772
42.98777,-78.79147
42.96979,-78.80786
42.98761,-78.79161
42.96961,-78.80802
42.98745,-78.79173
42.96944,-78.80817
42.98730,-78.79186
42.96927,-78.80833
42.98714,-78.79199
42.96908,-78.80848
42.98697,-78.79210
42.96891,-78.80864
42.98682,-78.79224
42.96874,-78.80880
42.98667,-78.79237
42.96858,-78.80897
42.98652,-78.79253
42.96842,-78.80912
42.98635,-78.79267
42.96825,-78.80927
42.98620,-78.79281
42.96808,-78.80942
42.98605,-78.79295
42.96792,-78.80955
42.98589,-78.79309
42.96776,-78.80969
42.98574,-78.79324
42.96760,-78.80984
42.98558,-78.79338
42.96744,-78.80998
42.98542,-78.79353
42.96730,-78.81010
42.98526,-78.79368
42.96713,-78.81024
42.98511,-78.79383
42.96697,-78.81037
42.98496,-78.79398
42.96680,-78.81052
42.98480,-78.79413
42.96666,-78.81065
42.98466,-78.79427
42.96650,-78.81079
42.98451,-78.79438
42.96638,-78.81094
42.98438,-78.79450
42.96622,-78.81108
42.98427,-78.79460
42.96609,-78.81120
42.98416,-78.79469
42.96594,-78.81134
42.98407,-78.79479
42.96578,-78.81148
42.98400,-78.79491
42.96564,-78.81162
42.98395,-78.79504
42.96547,-78.81177
42.98394,-78.79517
42.96532,-78.81191
42.98396,-78.79530
42.96516,-78.81205
42.98401,-78.79544
42.96501,-78.81219
42.98407,-78.79556
42.96485,-78.81234
42.98414,-78.79570
42.96471,-78.81247
42.98421,-78.79584
42.96455,-78.81261
42.98428,-78.79599
42.96441,-78.81273
42.98436,-78.79612
42.96427,-78.81286
42.98445,-78.79625
42.96412,-78.81299
42.98457,-78.79635
42.96395,-78.81310
42.98469,-78.79641
42.96383,-78.81322
42.98483,-78.79641
42.96371,-78.81332
42.98497,-78.79635
42.96361,-78.81340
42.98509,-78.79625
42.96351,-78.81350
42.98519,-78.79612
42.96344,-78.81355
42.98527,-78.79596
42.96339,-78.81360
42.98533,-78.79578
42.96335,-78.81364
42.98533,-78.79559
42.96332,-78.81366
42.98531,-78.79539
42.96329,-78.81369
42.98527,-78.79521
42.96331,-78.81370
42.98520,-78.79503
42.96332,-78.81367
42.98510,-78.79486
42.96334,-78.81364
42.98499,-78.79470
42.96335,-78.81362
42.98486,-78.79450
42.96331,-78.81365
42.98470,-78.79434
42.96326,-78.81369
42.98457,-78.79416
42.96321,-78.81374
42.98444,-78.79396
42.96315,-78.81380
42.98430,-78.79377
42.96309,-78.81385
42.98417,-78.79358
42.96302,-78.81390
42.98406,-78.79336
42.96298,-78.81393
42.98393,-78.79315
42.96288,-78.81395
42.98380,-78.79295
42.96272,-78.81394
42.98366,-78.79273
42.96253,-78.81394
42.98351,-78.79251
42.96237,-78.81393
42.98337,-78.79229
42.96221,-78.81393
42.98323,-78.79206
42.96206,-78.81393
42.98309,-78.79182
42.96190,-78.81394
42.98295,-78.79158
42.96173,-78.81394
42.98281,-78.79134
42.96157,-78.81394
42.98267,-78.79108
42.96141,-78.81394
42.98253,-78.79082
42.96126,-78.81393
42.98238,-78.79056
42.96109,-78.81394
42.98224,-78.79030
42.96094,-78.81395
42.98210,-78.79004
42.96078,-78.81395
42.98196,-78.78975
42.96060,-78.81396
42.98181,-78.78948
42.96043,-78.81396
42.98166,-78.78920
42.96027,-78.81396
42.98152,-78.78892
42.96012,-78.81396
42.98136,-78.78864
42.95998,-78.81396
42.98121,-78.78836
42.95983,-78.81395
42.98106,-78.78809
42.95970,-78.81395
42.98091,-78.78781
42.95958,-78.81395
42.98076,-78.78753
42.95943,-78.81395
42.98060,-78.78725
42.95931,-78.81396
42.98045,-78.78696
42.95918,-78.81395
42.98030,-78.78667
42.95905,-78.81396
42.98014,-78.78638
42.95893,-78.81396
42.97999,-78.78608
42.95880,-78.81395
42.97984,-78.78579
42.95868,-78.81395
42.97968,-78.78550
42.95856,-78.81395
42.97952,-78.78521
42.95843,-78.81395
42.97936,-78.78492
42.95830,-78.81394
42.97919,-78.78463
42.95817,-78.81394
42.97903,-78.78435
42.95805,-78.81394
42.97887,-78.78408
42.95791,-78.81393
42.97871,-78.78381
42.95778,-78.81393
42.97854,-78.78354
42.95765,-78.81393
42.97837,-78.78327
42.95752,-78.81392
42.97819,-78.78301
42.95737,-78.81392
42.97801,-78.78276
42.95721,-78.81391
42.97782,-78.78251
42.95707,-78.81391
42.97763,-78.78225
42.95691,-78.81390
42.97743,-78.78200
42.95676,-78.81389
42.97724,-78.78174
42.95660,-78.81387
42.97705,-78.78149
42.95644,-78.81386
42.97684,-78.78122
42.95629,-78.81385
42.97665,-78.78096
42.95614,-78.81384
42.97644,-78.78071
42.95598,-78.81385
42.97625,-78.78045
42.95582,-78.81383
42.97605,-78.78019
42.95566,-78.81383
42.97584,-78.77992
42.95550,-78.81383
42.97564,-78.77965
42.95533,-78.81384
42.97543,-78.77939
42.95516,-78.81384
42.97523,-78.77912
42.95499,-78.81383
42.97502,-78.77885
42.95483,-78.81383
42.97482,-78.77857
42.95466,-78.81383
42.97462,-78.77830
42.95450,-78.81384
42.97442,-78.77803
42.95434,-78.81384
42.97421,-78.77776
42.95418,-78.81384
42.97401,-78.77748
42.95401,-78.81383
42.97380,-78.77720
42.95384,-78.81384
42.97360,-78.77693
42.95367,-78.81385
42.97339,-78.77667
42.95350,-78.81386
42.97318,-78.77640
42.95333,-78.81387
42.97298,-78.77613
42.95318,-78.81388
42.97277,-78.77585
42.95304,-78.81389
42.97256,-78.77558
42.95294,-78.81387
42.97235,-78.77532
42.95284,-78.81387
42.97213,-78.77504
42.95277,-78.81387
42.97193,-78.77477
42.95271,-78.81387
42.97173,-78.77448
42.95267,-78.81387
42.97153,-78.77421
42.95264,-78.81387
42.97133,-78.77393
42.95261,-78.81386
42.97112,-78.77367
42.95258,-78.81385
42.97091,-78.77340
42.95253,-78.81385
42.97070,-78.77313
42.95247,-78.81384
42.97049,-78.77286
42.95239,-78.81384
42.97028,-78.77260
42.95230,-78.81383
42.97007,-78.77233
42.95221,-78.81382
42.96986,-78.77207
42.95212,-78.81381
42.96965,-78.77180
42.95203,-78.81381
42.96943,-78.77153
42.95194,-78.81380
42.96923,-78.77127
42.95183,-78.81380
42.96901,-78.77100
42.95175,-78.81380
42.96880,-78.77074
42.95168,-78.81380
42.96857,-78.77049
42.95162,-78.81380
42.96835,-78.77025
42.95160,-78.81380
42.96813,-78.77001
42.95160,-78.81381
42.96791,-78.76977
42.95157,-78.81382
42.96767,-78.76956
42.95152,-78.81382
42.96744,-78.76936
42.95146,-78.81382
42.96720,-78.76916
42.95138,-78.81382
42.96696,-78.76897
42.95129,-78.81382
42.96671,-78.76880
42.95119,-78.81381
42.96646,-78.76863
42.95108,-78.81381
42.96620,-78.76847
42.95097,-78.81381
42.96595,-78.76831
42.95084,-78.81381
42.96570,-78.76817
42.95071,-78.81380
42.96545,-78.76805
42.95057,-78.81379
42.96520,-78.76793
42.95042,-78.81379
42.96494,-78.76782
42.95027,-78.81378
42.96469,-78.76772
42.95012,-78.81378
42.96443,-78.76759
42.94998,-78.81379
42.96417,-78.76749
42.94984,-78.81379
42.96391,-78.76741
42.94970,-78.81379
42.96365,-78.76735
42.94959,-78.81378
42.96340,-78.76730
42.94950,-78.81377
42.96314,-78.76725
42.94941,-78.81377
42.96288,-78.76720
42.94934,-78.81378
42.96262,-78.76716
42.94930,-78.81377
42.96236,-78.76712
42.94926,-78.81377
42.96210,-78.76708
42.94923,-78.81377
42.96185,-78.76704
42.94917,-78.81377
42.96158,-78.76700
42.94912,-78.81377
42.96133,-78.76697
42.94905,-78.81378
42.96107,-78.76693
42.94899,-78.81380
42.96080,-78.76690
42.94896,-78.81380
42.96054,-78.76685
42.94895,-78.81395
42.96028,-78.76681
42.94897,-78.81406
42.96002,-78.76678
42.94896,-78.81413
42.95976,-78.76675
42.94896,-78.81426
42.95950,-78.76672
42.94897,-78.81440
42.95925,-78.76668
42.94897,-78.81454
42.95899,-78.76665
42.94897,-78.81470
42.95873,-78.76661
42.94898,-78.81487
42.95847,-78.76658
42.94897,-78.81507
42.95820,-78.76655
42.94898,-78.81526
42.95794,-78.76653
42.94900,-78.81546
42.95767,-78.76649
42.94900,-78.81567
42.95742,-78.76648
42.94901,-78.81587
42.95715,-78.76646
42.94901,-78.81608
42.95688,-78.76644
42.94902,-78.81629
42.95662,-78.76644
42.94902,-78.81648
42.95636,-78.76643
42.94902,-78.81670
42.95611,-78.76643
42.94903,-78.81690
42.95587,-78.76643
42.94903,-78.81710
42.95563,-78.76643
42.94904,-78.81726
42.95539,-78.76644
42.94904,-78.81735
42.95514,-78.76644
42.94904,-78.81743
42.95491,-78.76644
42.94904,-78.81748
42.95468,-78.76644
42.94904,-78.81753
42.95446,-78.76644
42.94905,-78.81762
42.95423,-78.76643
42.94905,-78.81779
42.95400,-78.76643
42.94905,-78.81789
42.95378,-78.76643
42.94906,-78.81801
42.95357,-78.76643
42.94906,-78.81814
42.95335,-78.76641
42.94907,-78.81826
42.95313,-78.76640
42.94907,-78.81841
42.95291,-78.76639
42.94908,-78.81859
42.95270,-78.76639
42.94908,-78.81876
42.95249,-78.76639
42.94909,-78.81894
42.95228,-78.76640
42.94909,-78.81912
42.95207,-78.76640
42.94909,-78.81931
42.95186,-78.76641
42.94910,-78.81951
42.95165,-78.76640
42.94910,-78.81972
42.95144,-78.76639
42.94910,-78.81993
42.95124,-78.76638
42.94910,-78.82013
42.95104,-78.76639
42.94911,-78.82035
42.95084,-78.76638
42.94911,-78.82055
42.95065,-78.76637
42.94911,-78.82076
42.95045,-78.76635
42.94912,-78.82094
42.95025,-78.76633
42.94913,-78.82111
42.95004,-78.76629
42.94914,-78.82125
42.94984,-78.76626
42.94916,-78.82132
42.94963,-78.76622
42.94918,-78.82141
42.94942,-78.76618
42.94921,-78.82149
42.94922,-78.76614
42.94921,-78.82155
42.94900,-78.76611
42.94936,-78.82148
42.94879,-78.76607
42.94940,-78.82142
42.94857,-78.76604
42.94944,-78.82137
42.94835,-78.76600
42.94950,-78.82130
42.94814,-78.76597
42.94954,-78.82126
42.94793,-78.76595
42.94958,-78.82121
42.94772,-78.76595
42.94962,-78.82119
42.94751,-78.76596
42.94957,-78.82119
42.94729,-78.76597
42.94959,-78.82119
42.94707,-78.76601
42.94972,-78.82118
42.94684,-78.76605
42.94977,-78.82127
42.94662,-78.76611
42.94983,-78.82137
42.94640,-78.76617
42.94988,-78.82145
42.94617,-78.76623
42.94994,-78.82155
42.94595,-78.76629
42.94999,-78.82163
42.94572,-78.76636
42.95003,-78.82171
42.94549,-78.76639
42.95007,-78.82178
42.94525,-78.76642
42.95010,-78.82181
42.94501,-78.76647
42.95011,-78.82184
42.94478,-78.76651
42.95020,-78.82187
42.94455,-78.76655
42.95025,-78.82182
42.94431,-78.76657
42.95028,-78.82179
42.94406,-78.76659
42.95029,-78.82176
42.94382,-78.76660
42.95031,-78.82184
42.94358,-78.76661
42.95038,-78.82186
