lat,long
40.81591,-73.29123
40.81591,-73.29121
40.81590,-73.29115
40.81590,-73.29108
40.81589,-73.29099
40.81588,-73.29091
40.81587,-73.29085
40.81588,-73.29078
40.81587,-73.29072
40.81581,-73.29067
40.81577,-73.29064
40.81579,-73.29062
40.81581,-73.29059
40.81584,-73.29053
40.81589,-73.29047
40.81592,-73.29045
40.81597,-73.29045
40.81600,-73.29043
40.81604,-73.29041
40.81606,-73.29038
40.81608,-73.29038
40.81611,-73.29036
40.81612,-73.29032
40.81613,-73.29026
40.81609,-73.29016
40.81606,-73.29004
40.81599,-73.28982
40.81598,-73.28962
40.81594,-73.28945
40.81590,-73.28927
40.81586,-73.28908
40.81581,-73.28885
40.81578,-73.28866
40.81575,-73.28848
40.81572,-73.28831
40.81569,-73.28817
40.81566,-73.28803
40.81563,-73.28791
40.81560,-73.28780
40.81558,-73.28771
40.81555,-73.28763
40.81554,-73.28757
40.81554,-73.28754
40.81553,-73.28752
40.81552,-73.28747
40.81550,-73.28740
40.81547,-73.28731
40.81543,-73.28720
40.81539,-73.28709
40.81534,-73.28697
40.81528,-73.28684
40.81521,-73.28669
40.81514,-73.28655
40.81507,-73.28640
40.81499,-73.28625
40.81490,-73.28611
40.81482,-73.28598
40.81473,-73.28583
40.81462,-73.28569
40.81451,-73.28555
40.81439,-73.28542
40.81426,-73.28528
40.81413,-73.28515
40.81399,-73.28503
40.81386,-73.28492
40.81371,-73.28481
40.81354,-73.28469
40.81337,-73.28460
40.81319,-73.28450
40.81300,-73.28440
40.81281,-73.28431
40.81262,-73.28421
40.81244,-73.28412
40.81225,-73.28403
40.81207,-73.28393
40.81188,-73.28383
40.81169,-73.28372
40.81150,-73.28363
40.81132,-73.28351
40.81113,-73.28341
40.81094,-73.28331
40.81075,-73.28321
40.81057,-73.28312
40.81039,-73.28303
40.81021,-73.28294
40.81003,-73.28285
40.80984,-73.28275
40.80965,-73.28265
40.80946,-73.28256
40.80927,-73.28246
40.80910,-73.28235
40.80893,-73.28222
40.80877,-73.28208
40.80861,-73.28191
40.80847,-73.28173
40.80833,-73.28155
40.80821,-73.28134
40.80809,-73.28114
40.80796,-73.28091
40.80784,-73.28069
40.80771,-73.28046
40.80760,-73.28023
40.80748,-73.28001
40.80736,-73.27977
40.80724,-73.27954
40.80713,-73.27930
40.80701,-73.27907
40.80690,-73.27884
40.80678,-73.27860
40.80667,-73.27838
40.80655,-73.27815
40.80645,-73.27792
40.80634,-73.27771
40.80623,-73.27749
40.80612,-73.27728
40.80602,-73.27706
40.80592,-73.27686
40.80582,-73.27665
40.80572,-73.27643
40.80563,-73.27621
40.80556,-73.27598
40.80549,-73.27575
40.80544,-73.27551
40.80538,-73.27527
40.80533,-73.27502
40.80533,-73.27478
40.80531,-73.27452
40.80529,-73.27427
40.80528,-73.27402
40.80528,-73.27376
40.80528,-73.27351
40.80529,-73.27326
40.80531,-73.27302
40.80532,-73.27278
40.80534,-73.27256
40.80536,-73.27233
40.80537,-73.27210
40.80539,-73.27188
40.80540,-73.27166
40.80542,-73.27145
40.80543,-73.27124
40.80544,-73.27103
40.80546,-73.27082
40.80547,-73.27063
40.80548,-73.27047
40.80549,-73.27031
40.80550,-73.27018
40.80555,-73.27009
40.80556,-73.26999
40.80555,-73.26989
40.80556,-73.26981
40.80556,-73.26974
40.80556,-73.26970
40.80556,-73.26967
40.80554,-73.26965
40.80554,-73.26962
40.80557,-73.26958
40.80557,-73.26952
40.80558,-73.26943
40.80559,-73.26933
40.80560,-73.26922
40.80561,-73.26910
40.80562,-73.26895
40.80563,-73.26882
40.80564,-73.26868
40.80566,-73.26852
40.80567,-73.26834
40.80569,-73.26816
40.80570,-73.26798
40.80572,-73.26778
40.80573,-73.26760
40.80575,-73.26742
40.80576,-73.26723
40.80577,-73.26704
40.80578,-73.26686
40.80579,-73.26668
40.80580,-73.26650
40.80581,-73.26632
40.80582,-73.26613
40.80584,-73.26596
40.80585,-73.26578
40.80587,-73.26559
40.80588,-73.26541
40.80589,-73.26522
40.80590,-73.26502
40.80592,-73.26483
40.80594,-73.26464
40.80595,-73.26446
40.80597,-73.26428
40.80599,-73.26410
40.80600,-73.26390
40.80601,-73.26372
40.80602,-73.26355
40.80603,-73.26338
40.80604,-73.26320
40.80606,-73.26301
40.80608,-73.26282
40.80610,-73.26261
40.80611,-73.26241
40.80614,-73.26221
40.80615,-73.26203
40.80617,-73.26183
40.80618,-73.26164
40.80620,-73.26144
40.80620,-73.26125
40.80620,-73.26106
40.80621,-73.26087
40.80624,-73.26069
40.80625,-73.26051
40.80628,-73.26038
40.80629,-73.26024
40.80630,-73.26011
40.80632,-73.25997
40.80633,-73.25983
40.80634,-73.25969
40.80635,-73.25956
40.80636,-73.25945
40.80637,-73.25933
40.80638,-73.25922
40.80638,-73.25910
40.80639,-73.25898
40.80640,-73.25886
40.80641,-73.25874
40.80642,-73.25861
40.80643,-73.25847
40.80644,-73.25833
40.80645,-73.25817
40.80646,-73.25803
40.80647,-73.25788
40.80648,-73.25775
40.80648,-73.25765
40.80647,-73.25759
40.80648,-73.25753
40.80641,-73.25752
40.80637,-73.25750
40.80631,-73.25751
40.80626,-73.25752
40.80622,-73.25752
40.80619,-73.25752
40.80615,-73.25750
40.80613,-73.25748
40.80610,-73.25734
40.80611,-73.25723
40.80612,-73.25711
40.80613,-73.25697
40.80613,-73.25684
40.80614,-73.25671
40.80615,-73.25657
40.80616,-73.25642
40.80617,-73.25627
40.80618,-73.25612
40.80619,-73.25597
40.80620,-73.25580
40.80621,-73.25563
40.80622,-73.25546
40.80623,-73.25530
40.80624,-73.25515
40.80625,-73.25502
40.80626,-73.25491
40.80627,-73.25482
40.80627,-73.25476
40.80627,-73.25473
40.80628,-73.25468
40.80628,-73.25463
40.80629,-73.25455
40.80629,-73.25448
40.80631,-73.25440
40.80632,-73.25429
40.80633,-73.25417
40.80634,-73.25404
40.80633,-73.25389
40.80634,-73.25374
40.80634,-73.25361
40.80635,-73.25347
40.80636,-73.25334
40.80637,-73.25320
40.80638,-73.25306
40.80639,-73.25291
40.80640,-73.25277
40.80641,-73.25263
40.80642,-73.25250
40.80643,-73.25236
40.80644,-73.25222
40.80645,-73.25211
40.80646,-73.25201
40.80647,-73.25193
40.80647,-73.25187
40.80647,-73.25183
40.80648,-73.25180
40.80649,-73.25176
40.80649,-73.25172
40.80661,-73.25172
40.80668,-73.25171
40.80674,-73.25172
40.80678,-73.25172
40.80680,-73.25171
40.80682,-73.25169
40.80684,-73.25169
40.80693,-73.25158
40.80694,-73.25147
40.80695,-73.25134
40.80696,-73.25121
40.80697,-73.25107
40.80698,-73.25091
40.80699,-73.25074
40.80701,-73.25057
40.80702,-73.25039
40.80703,-73.25022
40.80706,-73.25003
40.80708,-73.24984
40.80709,-73.24968
40.80710,-73.24952
40.80711,-73.24937
40.80713,-73.24923
40.80714,-73.24909
40.80715,-73.24895
40.80715,-73.24880
40.80716,-73.24865
40.80717,-73.24849
40.80717,-73.24834
40.80718,-73.24818
40.80719,-73.24804
40.80721,-73.24791
40.80722,-73.24777
40.80723,-73.24764
40.80724,-73.24749
40.80725,-73.24735
40.80725,-73.24721
40.80727,-73.24707
40.80728,-73.24694
40.80729,-73.24679
40.80729,-73.24663
40.80731,-73.24649
40.80730,-73.24635
40.80729,-73.24624
40.80731,-73.24612
40.80732,-73.24600
40.80733,-73.24590
40.80737,-73.24580
40.80738,-73.24568
40.80739,-73.24556
40.80740,-73.24543
40.80741,-73.24530
40.80742,-73.24516
40.80743,-73.24503
40.80744,-73.24489
40.80746,-73.24474
40.80749,-73.24459
40.80750,-73.24442
40.80752,-73.24425
40.80754,-73.24407
40.80755,-73.24391
40.80757,-73.24372
40.80757,-73.24354
40.80758,-73.24336
40.80759,-73.24318
40.80760,-73.24300
40.80761,-73.24282
40.80762,-73.24264
40.80763,-73.24248
40.80762,-73.24233
40.80763,-73.24219
40.80763,-73.24209
40.80763,-73.24201
40.80761,-73.24195
40.80765,-73.24193
40.80764,-73.24190
40.80752,-73.24191
40.80748,-73.24187
40.80743,-73.24187
40.80738,-73.24187
40.80733,-73.24187
40.80729,-73.24187
40.80726,-73.24187
40.80723,-73.24187
40.80721,-73.24187
40.80719,-73.24187
40.80712,-73.24189
40.80710,-73.24188
40.80707,-73.24188
40.80703,-73.24189
40.80702,-73.24187
40.80701,-73.24184
40.80699,-73.24187
40.80699,-73.24183
40.80702,-73.24186
40.80705,-73.24186
40.80708,-73.24186
40.80713,-73.24186
40.80707,-73.24182
40.80724,-73.24184
40.80730,-73.24184
40.80735,-73.24184
40.80737,-73.24185
40.80741,-73.24185
40.80744,-73.24184
40.80746,-73.24183
40.80748,-73.24183
40.80750,-73.24184
40.80757,-73.24185
40.80759,-73.24186
40.80759,-73.24186
40.80761,-73.24184
40.80762,-73.24186
40.80764,-73.24187
40.80766,-73.24171
40.80767,-73.24161
40.80767,-73.24148
40.80768,-73.24134
40.80769,-73.24120
40.80770,-73.24104
40.80771,-73.24089
40.80773,-73.24073
40.80774,-73.24056
40.80775,-73.24039
40.80776,-73.24022
40.80777,-73.24005
40.80780,-73.23989
40.80782,-73.23972
40.80784,-73.23956
40.80785,-73.23940
40.80786,-73.23923
40.80787,-73.23907
40.80787,-73.23892
40.80788,-73.23878
40.80789,-73.23865
40.80790,-73.23853
40.80791,-73.23841
40.80791,-73.23834
40.80791,-73.23829
40.80791,-73.23824
40.80792,-73.23822
40.80792,-73.23818
40.80794,-73.23816
40.80792,-73.23818
40.80792,-73.23812
40.80793,-73.23805
40.80793,-73.23797
40.80794,-73.23788
40.80795,-73.23781
40.80813,-73.23779
40.80822,-73.23777
40.80832,-73.23781
40.80840,-73.23782
40.80837,-73.23782
40.80840,-73.23783
40.80843,-73.23786
40.80846,-73.23786
40.80843,-73.23784
40.80840,-73.23783
40.80836,-73.23782
40.80834,-73.23781
40.80832,-73.23781
40.80833,-73.23783
40.80831,-73.23783
40.80827,-73.23781
40.80824,-73.23780
40.80819,-73.23779
40.80815,-73.23778
40.80811,-73.23779
40.80807,-73.23782
40.80805,-73.23789
40.80803,-73.23800
40.80800,-73.23814
40.80800,-73.23831
40.80796,-73.23850
40.80794,-73.23872
40.80793,-73.23894
40.80791,-73.23921
40.80788,-73.23947
40.80786,-73.23972
40.80784,-73.23997
40.80782,-73.24022
40.80780,-73.24048
40.80779,-73.24074
40.80777,-73.24101
40.80775,-73.24128
40.80773,-73.24154
40.80772,-73.24180
40.80771,-73.24206
40.80769,-73.24231
40.80768,-73.24256
40.80767,-73.24282
40.80767,-73.24307
40.80766,-73.24332
40.80763,-73.24356
40.80761,-73.24381
40.80759,-73.24406
40.80757,-73.24431
40.80757,-73.24457
40.80755,-73.24481
40.80753,-73.24504
40.80752,-73.24527
40.80749,-73.24547
40.80748,-73.24566
40.80747,-73.24582
40.80746,-73.24595
40.80746,-73.24604
40.80745,-73.24611
40.80745,-73.24616
40.80745,-73.24620
40.80745,-73.24623
40.80745,-73.24626
40.80744,-73.24631
40.80744,-73.24639
40.80743,-73.24649
40.80742,-73.24660
40.80741,-73.24675
40.80740,-73.24690
40.80738,-73.24706
40.80737,-73.24722
40.80736,-73.24740
40.80735,-73.24758
40.80733,-73.24778
40.80732,-73.24797
40.80730,-73.24817
40.80729,-73.24838
40.80727,-73.24857
40.80726,-73.24876
40.80725,-73.24895
40.80724,-73.24914
40.80722,-73.24935
40.80720,-73.24956
40.80719,-73.24976
40.80717,-73.24998
40.80715,-73.25019
40.80712,-73.25038
40.80710,-73.25059
40.80709,-73.25079
40.80707,-73.25101
40.80705,-73.25122
40.80704,-73.25143
40.80702,-73.25163
40.80700,-73.25183
40.80698,-73.25203
40.80696,-73.25223
40.80695,-73.25244
40.80693,-73.25266
40.80692,-73.25289
40.80690,-73.25313
40.80688,-73.25336
40.80685,-73.25360
40.80683,-73.25383
40.80682,-73.25408
40.80681,-73.25434
40.80680,-73.25458
40.80678,-73.25482
40.80676,-73.25505
40.80675,-73.25529
40.80674,-73.25553
40.80672,-73.25577
40.80669,-73.25602
40.80667,-73.25626
40.80666,-73.25651
40.80665,-73.25675
40.80664,-73.25698
40.80663,-73.25719
40.80661,-73.25737
40.80659,-73.25751
40.80658,-73.25763
40.80656,-73.25776
40.80655,-73.25788
40.80654,-73.25798
40.80653,-73.25806
40.80653,-73.25812
40.80653,-73.25817
40.80653,-73.25821
40.80652,-73.25829
40.80651,-73.25839
40.80651,-73.25853
40.80650,-73.25868
40.80649,-73.25885
40.80647,-73.25905
40.80645,-73.25926
40.80644,-73.25949
40.80641,-73.25972
40.80638,-73.25997
40.80636,-73.26024
40.80634,-73.26050
40.80633,-73.26076
40.80630,-73.26102
40.80628,-73.26129
40.80625,-73.26155
40.80623,-73.26180
40.80621,-73.26206
40.80618,-73.26232
40.80617,-73.26258
40.80615,-73.26282
40.80613,-73.26306
40.80612,-73.26330
40.80610,-73.26353
40.80608,-73.26375
40.80607,-73.26396
40.80603,-73.26416
40.80604,-73.26439
40.80601,-73.26459
40.80599,-73.26481
40.80601,-73.26503
40.80600,-73.26522
40.80599,-73.26540
40.80598,-73.26556
40.80597,-73.26571
40.80595,-73.26582
40.80595,-73.26591
40.80594,-73.26598
40.80594,-73.26603
40.80594,-73.26606
40.80596,-73.26608
40.80597,-73.26610
40.80597,-73.26615
40.80595,-73.26623
40.80594,-73.26634
40.80595,-73.26648
40.80593,-73.26665
40.80592,-73.26683
40.80590,-73.26703
40.80589,-73.26724
40.80587,-73.26747
40.80582,-73.26770
40.80580,-73.26794
40.80578,-73.26818
40.80576,-73.26841
40.80575,-73.26866
40.80572,-73.26888
40.80569,-73.26911
40.80567,-73.26934
40.80565,-73.26958
40.80563,-73.26983
40.80561,-73.27009
40.80560,-73.27037
40.80557,-73.27065
40.80555,-73.27095
40.80553,-73.27126
40.80551,-73.27157
40.80549,-73.27190
40.80546,-73.27221
40.80544,-73.27253
40.80543,-73.27282
40.80540,-73.27312
40.80539,-73.27338
40.80539,-73.27361
40.80537,-73.27383
40.80536,-73.27406
40.80536,-73.27429
40.80538,-73.27455
40.80542,-73.27481
40.80546,-73.27508
40.80552,-73.27535
40.80558,-73.27561
40.80565,-73.27587
40.80573,-73.27612
40.80582,-73.27638
40.80592,-73.27663
40.80603,-73.27687
40.80615,-73.27710
40.80625,-73.27733
40.80636,-73.27756
40.80648,-73.27780
40.80660,-73.27804
40.80673,-73.27829
40.80684,-73.27853
40.80697,-73.27878
40.80711,-73.27904
40.80726,-73.27931
40.80741,-73.27959
40.80756,-73.27986
40.80770,-73.28013
40.80783,-73.28040
40.80796,-73.28066
40.80810,-73.28091
40.80823,-73.28116
40.80837,-73.28139
40.80852,-73.28161
40.80868,-73.28181
40.80886,-73.28198
40.80904,-73.28214
40.80924,-73.28228
40.80944,-73.28239
40.80965,-73.28250
40.80986,-73.28261
40.81008,-73.28273
40.81029,-73.28285
40.81051,-73.28296
40.81073,-73.28308
40.81094,-73.28320
40.81115,-73.28332
40.81135,-73.28342
40.81155,-73.28354
40.81176,-73.28366
40.81196,-73.28377
40.81215,-73.28387
40.81234,-73.28397
40.81253,-73.28407
40.81272,-73.28416
40.81291,-73.28426
40.81309,-73.28436
40.81326,-73.28446
40.81344,-73.28455
40.81362,-73.28464
40.81380,-73.28474
40.81397,-73.28487
40.81413,-73.28503
40.81430,-73.28518
40.81446,-73.28534
40.81463,-73.28551
40.81476,-73.28570
40.81488,-73.28588
40.81500,-73.28605
40.81510,-73.28623
40.81519,-73.28640
40.81526,-73.28655
40.81530,-73.28665
40.81534,-73.28677
40.81538,-73.28687
40.81542,-73.28696
40.81546,-73.28703
40.81550,-73.28710
40.81562,-73.28711
40.81572,-73.28715
40.81585,-73.28715
40.81598,-73.28719
40.81612,-73.28725
40.81626,-73.28729
40.81639,-73.28731
40.81652,-73.28733
40.81665,-73.28732
40.81679,-73.28731
40.81695,-73.28730
40.81713,-73.28729
40.81732,-73.28727
40.81752,-73.28726
40.81773,-73.28723
40.81796,-73.28722
40.81819,-73.28721
40.81843,-73.28719
40.81867,-73.28718
40.81890,-73.28717
40.81914,-73.28714
40.81938,-73.28712
40.81962,-73.28711
40.81986,-73.28709
40.82010,-73.28708
40.82033,-73.28707
40.82056,-73.28705
40.82079,-73.28703
40.82102,-73.28701
40.82123,-73.28700
40.82144,-73.28698
40.82165,-73.28696
40.82185,-73.28695
40.82206,-73.28694
40.82227,-73.28692
40.82248,-73.28689
40.82268,-73.28688
40.82289,-73.28686
40.82310,-73.28684
40.82331,-73.28683
40.82351,-73.28682
40.82371,-73.28680
40.82391,-73.28679
40.82410,-73.28677
40.82428,-73.28672
40.82446,-73.28666
40.82463,-73.28657
40.82481,-73.28646
40.82498,-73.28631
40.82514,-73.28613
40.82527,-73.28594
40.82540,-73.28574
40.82552,-73.28556
40.82563,-73.28538
40.82575,-73.28519
40.82585,-73.28503
40.82595,-73.28487
40.82606,-73.28470
40.82617,-73.28454
40.82627,-73.28437
40.82637,-73.28420
40.82647,-73.28404
40.82656,-73.28390
40.82666,-73.28376
40.82675,-73.28362
40.82683,-73.28349
40.82690,-73.28337
40.82697,-73.28328
40.82701,-73.28320
40.82704,-73.28315
40.82707,-73.28314
40.82718,-73.28331
40.82721,-73.28339
40.82722,-73.28350
40.82724,-73.28363
40.82726,-73.28379
40.82728,-73.28398
40.82732,-73.28420
40.82735,-73.28442
40.82739,-73.28465
40.82743,-73.28487
40.82748,-73.28510
40.82752,-73.28533
40.82753,-73.28557
40.82757,-73.28579
40.82760,-73.28601
40.82765,-73.28623
40.82768,-73.28645
40.82770,-73.28666
40.82773,-73.28685
40.82775,-73.28701
40.82775,-73.28715
40.82777,-73.28729
40.82778,-73.28740
40.82779,-73.28749
40.82780,-73.28756
40.82780,-73.28762
40.82765,-73.28769
40.82756,-73.28772
40.82746,-73.28776
40.82735,-73.28781
40.82723,-73.28785
40.82710,-73.28789
40.82699,-73.28793
40.82688,-73.28799
40.82677,-73.28807
40.82669,-73.28816
40.82662,-73.28827
40.82656,-73.28838
40.82653,-73.28852
40.82651,-73.28866
40.82650,-73.28881
40.82650,-73.28895
40.82650,-73.28909
40.82651,-73.28920
40.82651,-73.28929
40.82652,-73.28934
40.82653,-73.28938
40.82654,-73.28941
40.82653,-73.28944
40.82662,-73.28946
40.82669,-73.28946
40.82678,-73.28947
40.82686,-73.28948
40.82694,-73.28950
40.82702,-73.28954
40.82708,-73.28959
40.82714,-73.28967
40.82719,-73.28977
40.82721,-73.28987
40.82724,-73.28998
40.82726,-73.29009
40.82727,-73.29019
40.82728,-73.29028
40.82729,-73.29036
40.82729,-73.29042
40.82730,-73.29047
40.82729,-73.29050
40.82715,-73.29059
40.82709,-73.29061
40.82702,-73.29063
40.82695,-73.29064
40.82688,-73.29066
40.82680,-73.29067
40.82673,-73.29069
40.82668,-73.29069
40.82663,-73.29069
40.82659,-73.29069
40.82657,-73.29069
40.82655,-73.29069
40.82653,-73.29069
40.82651,-73.29069
40.82649,-73.29067
40.82647,-73.29068
40.82645,-73.29068
40.82642,-73.29070
40.82639,-73.29070
40.82632,-73.29070
40.82628,-73.29071
40.82625,-73.29071
40.82629,-73.29071
40.82631,-73.29071
40.82635,-73.29071
40.82637,-73.29071
40.82642,-73.29070
40.82644,-73.29069
40.82645,-73.29068
40.82641,-73.29067
40.82643,-73.29069
40.82644,-73.29067
40.82647,-73.29067
40.82649,-73.29066
40.82648,-73.29068
40.82652,-73.29068
40.82650,-73.29068
40.82648,-73.29068
40.82646,-73.29070
40.82641,-73.29070
40.82638,-73.29070
40.82635,-73.29070
40.82629,-73.29071
40.82623,-73.29071
40.82614,-73.29072
40.82607,-73.29072
40.82600,-73.29073
40.82593,-73.29073
40.82587,-73.29074
40.82578,-73.29074
40.82572,-73.29075
40.82559,-73.29075
40.82552,-73.29076
40.82547,-73.29076
40.82543,-73.29077
40.82539,-73.29077
40.82533,-73.29077
40.82524,-73.29077
40.82519,-73.29078
40.82517,-73.29079
40.82513,-73.29079
40.82509,-73.29079
40.82505,-73.29079
40.82502,-73.29079
40.82499,-73.29078
40.82496,-73.29076
40.82490,-73.29077
40.82497,-73.29067
40.82496,-73.29060
40.82495,-73.29055
40.82495,-73.29052
40.82494,-73.29047
40.82493,-73.29041
40.82495,-73.29037
40.82493,-73.29025
40.82494,-73.29015
40.82496,-73.28997
40.82502,-73.28982
40.82510,-73.28970
40.82531,-73.28958
40.82551,-73.28955
40.82557,-73.28954
40.82570,-73.28953
40.82583,-73.28952
40.82597,-73.28952
40.82611,-73.28951
40.82622,-73.28950
40.82631,-73.28949
40.82639,-73.28948
40.82645,-73.28945
40.82651,-73.28946
40.82657,-73.28946
40.82647,-73.28927
40.82647,-73.28916
40.82646,-73.28905
40.82645,-73.28891
40.82645,-73.28875
40.82647,-73.28854
40.82651,-73.28838
40.82657,-73.28823
40.82664,-73.28810
40.82674,-73.28800
40.82685,-73.28793
40.82697,-73.28789
40.82702,-73.28784
40.82715,-73.28780
40.82727,-73.28776
40.82738,-73.28772
40.82747,-73.28769
40.82756,-73.28767
40.82764,-73.28765
40.82770,-73.28762
40.82774,-73.28760
40.82776,-73.28760
40.82779,-73.28758
40.82782,-73.28759
40.82784,-73.28758
40.82788,-73.28757
40.82775,-73.28748
40.82775,-73.28743
40.82774,-73.28735
40.82772,-73.28725
40.82771,-73.28713
40.82767,-73.28691
40.82765,-73.28676
40.82763,-73.28661
40.82760,-73.28644
40.82758,-73.28628
40.82755,-73.28610
40.82753,-73.28592
40.82750,-73.28575
40.82748,-73.28557
40.82745,-73.28539
40.82742,-73.28521
40.82740,-73.28503
40.82737,-73.28484
40.82734,-73.28467
40.82732,-73.28449
40.82730,-73.28434
40.82727,-73.28417
40.82724,-73.28398
40.82722,-73.28384
40.82720,-73.28371
40.82718,-73.28358
40.82717,-73.28347
40.82715,-73.28337
40.82714,-73.28329
40.82713,-73.28323
40.82713,-73.28318
40.82698,-73.28331
40.82694,-73.28338
40.82690,-73.28344
40.82687,-73.28348
40.82684,-73.28354
40.82684,-73.28356
40.82679,-73.28364
40.82672,-73.28375
40.82665,-73.28387
40.82657,-73.28399
40.82649,-73.28412
40.82641,-73.28424
40.82630,-73.28440
40.82621,-73.28455
40.82611,-73.28470
40.82601,-73.28486
40.82589,-73.28505
40.82576,-73.28527
40.82564,-73.28545
40.82553,-73.28563
40.82542,-73.28579
40.82531,-73.28595
40.82518,-73.28610
40.82505,-73.28628
40.82489,-73.28643
40.82472,-73.28657
40.82454,-73.28667
40.82437,-73.28675
40.82419,-73.28681
40.82401,-73.28684
40.82384,-73.28685
40.82369,-73.28687
40.82352,-73.28688
40.82337,-73.28688
40.82322,-73.28690
40.82306,-73.28691
40.82291,-73.28692
40.82276,-73.28693
40.82260,-73.28694
40.82243,-73.28694
40.82227,-73.28697
40.82211,-73.28699
40.82195,-73.28700
40.82178,-73.28701
40.82161,-73.28703
40.82144,-73.28705
40.82126,-73.28706
40.82110,-73.28708
40.82093,-73.28709
40.82076,-73.28710
40.82059,-73.28712
40.82042,-73.28713
40.82026,-73.28714
40.82008,-73.28716
40.81991,-73.28716
40.81973,-73.28717
40.81954,-73.28718
40.81936,-73.28720
40.81918,-73.28721
40.81900,-73.28722
40.81882,-73.28723
40.81863,-73.28725
40.81846,-73.28727
40.81830,-73.28728
40.81814,-73.28730
40.81799,-73.28731
40.81784,-73.28733
40.81769,-73.28734
40.81754,-73.28735
40.81739,-73.28737
40.81724,-73.28738
40.81707,-73.28738
40.81691,-73.28738
40.81675,-73.28739
40.81661,-73.28739
40.81646,-73.28736
40.81632,-73.28732
40.81618,-73.28728
40.81606,-73.28724
40.81593,-73.28721
40.81583,-73.28718
40.81575,-73.28716
40.81570,-73.28716
40.81567,-73.28715
40.81565,-73.28715
40.81566,-73.28716
40.81562,-73.28715
40.81558,-73.28715
40.81553,-73.28720
40.81549,-73.28721
40.81538,-73.28702
40.81533,-73.28690
40.81527,-73.28676
40.81520,-73.28661
40.81510,-73.28644
40.81501,-73.28627
40.81491,-73.28609
40.81480,-73.28591
40.81469,-73.28573
40.81455,-73.28556
40.81442,-73.28540
40.81427,-73.28524
40.81411,-73.28509
40.81395,-73.28495
40.81378,-73.28481
40.81360,-73.28470
40.81340,-73.28458
40.81319,-73.28447
40.81298,-73.28436
40.81277,-73.28425
40.81256,-73.28413
40.81236,-73.28403
40.81216,-73.28392
40.81194,-73.28381
40.81172,-73.28369
40.81152,-73.28358
40.81131,-73.28350
40.81109,-73.28339
40.81090,-73.28329
40.81073,-73.28320
40.81054,-73.28309
40.81036,-73.28298
40.81017,-73.28288
40.80996,-73.28276
40.80975,-73.28264
40.80955,-73.28253
40.80933,-73.28243
40.80912,-73.28230
40.80891,-73.28215
40.80873,-73.28198
40.80856,-73.28180
40.80841,-73.28160
40.80826,-73.28137
40.80813,-73.28112
40.80800,-73.28090
40.80788,-73.28065
40.80775,-73.28039
40.80761,-73.28013
40.80748,-73.27988
40.80735,-73.27965
40.80721,-73.27938
40.80707,-73.27912
40.80694,-73.27887
40.80682,-73.27862
40.80668,-73.27837
40.80655,-73.27812
40.80642,-73.27786
40.80630,-73.27762
40.80618,-73.27739
40.80606,-73.27715
40.80595,-73.27692
40.80584,-73.27669
40.80575,-73.27651
40.80566,-73.27628
40.80558,-73.27604
40.80551,-73.27580
40.80545,-73.27556
40.80539,-73.27531
40.80534,-73.27505
40.80533,-73.27482
40.80531,-73.27455
40.80528,-73.27428
40.80527,-73.27399
40.80528,-73.27369
40.80529,-73.27338
40.80531,-73.27306
40.80534,-73.27275
40.80535,-73.27245
40.80538,-73.27216
40.80540,-73.27186
40.80542,-73.27156
40.80545,-73.27129
40.80547,-73.27101
40.80549,-73.27078
40.80551,-73.27057
40.80554,-73.27039
40.80555,-73.27023
40.80556,-73.27009
40.80555,-73.26998
40.80552,-73.26992
40.80553,-73.26986
40.80553,-73.26982
40.80553,-73.26985
40.80557,-73.26990
40.80557,-73.26984
40.80557,-73.26979
40.80558,-73.26971
40.80558,-73.26962
40.80559,-73.26952
40.80560,-73.26941
40.80559,-73.26929
40.80560,-73.26915
40.80560,-73.26900
40.80561,-73.26884
40.80564,-73.26867
40.80566,-73.26849
40.80567,-73.26831
40.80569,-73.26812
40.80570,-73.26792
40.80572,-73.26772
40.80573,-73.26751
40.80575,-73.26731
40.80576,-73.26711
40.80577,-73.26690
40.80578,-73.26668
40.80579,-73.26647
40.80580,-73.26625
40.80582,-73.26604
40.80584,-73.26582
40.80586,-73.26559
40.80587,-73.26537
40.80589,-73.26515
40.80591,-73.26493
40.80593,-73.26472
40.80592,-73.26451
40.80594,-73.26431
40.80600,-73.26412
40.80603,-73.26392
40.80605,-73.26372
40.80607,-73.26353
40.80608,-73.26330
40.80610,-73.26306
40.80612,-73.26282
40.80614,-73.26255
40.80616,-73.26229
40.80618,-73.26202
40.80620,-73.26176
40.80622,-73.26150
40.80624,-73.26125
40.80626,-73.26099
40.80628,-73.26073
40.80629,-73.26049
40.80631,-73.26027
40.80633,-73.26006
40.80635,-73.25987
40.80636,-73.25968
40.80638,-73.25949
40.80639,-73.25928
40.80641,-73.25905
40.80640,-73.25883
40.80642,-73.25860
40.80643,-73.25837
40.80645,-73.25814
40.80646,-73.25791
40.80648,-73.25771
40.80649,-73.25751
40.80650,-73.25731
40.80651,-73.25708
40.80653,-73.25685
40.80655,-73.25661
40.80657,-73.25638
40.80659,-73.25614
40.80661,-73.25590
40.80663,-73.25567
40.80665,-73.25542
40.80667,-73.25519
40.80669,-73.25495
40.80670,-73.25471
40.80672,-73.25449
40.80673,-73.25428
40.80676,-73.25404
40.80678,-73.25381
40.80680,-73.25358
40.80682,-73.25334
40.80684,-73.25312
40.80687,-73.25290
40.80690,-73.25269
40.80692,-73.25248
