time,longitude,latitude,altitude (ft)
2020/10/23 20:22:21+00,-78.798957,42.998308,183.30217
2020/10/23 20:22:22+00,-78.798956,42.99832,183.264511
2020/10/23 20:22:23+00,-78.798954,42.998333,183.22583
2020/10/23 20:22:24+00,-78.798953,42.998345,183.186172
2020/10/23 20:22:25+00,-78.798952,42.998357,183.145645
2020/10/23 20:22:26+00,-78.79895,42.998369,183.104385
2020/10/23 20:22:27+00,-78.798949,42.998381,183.062546
2020/10/23 20:22:28+00,-78.798947,42.998393,183.020279
2020/10/23 20:22:30+00,-78.798945,42.998405,182.977615
2020/10/23 20:22:31+00,-78.798942,42.998417,182.934845
2020/10/23 20:22:32+00,-78.79894,42.998429,182.891953
2020/10/23 20:22:33+00,-78.798937,42.998441,182.848999
2020/10/23 20:22:34+00,-78.798934,42.998453,182.806046
2020/10/23 20:22:35+00,-78.798931,42.998464,182.763199
2020/10/23 20:22:36+00,-78.798928,42.998476,182.720581
2020/10/23 20:22:37+00,-78.798924,42.998488,182.678329
2020/10/23 20:22:38+00,-78.798921,42.9985,182.636566
2020/10/23 20:22:39+00,-78.798918,42.998511,182.595474
2020/10/23 20:22:40+00,-78.798915,42.998523,182.555252
2020/10/23 20:22:41+00,-78.798912,42.998534,182.516159
2020/10/23 20:22:42+00,-78.79891,42.998546,182.478485
2020/10/23 20:22:43+00,-78.798907,42.998557,182.44252
2020/10/23 20:22:44+00,-78.798904,42.998569,182.408615
2020/10/23 20:22:45+00,-78.798902,42.99858,182.377075
2020/10/23 20:22:46+00,-78.798899,42.998592,182.348221
2020/10/23 20:22:47+00,-78.798897,42.998603,182.322342
2020/10/23 20:22:48+00,-78.798895,42.998615,182.299667
2020/10/23 20:22:49+00,-78.798892,42.998626,182.280334
2020/10/23 20:22:50+00,-78.79889,42.998638,182.264374
2020/10/23 20:22:51+00,-78.798887,42.99865,182.251724
2020/10/23 20:22:52+00,-78.798885,42.998661,182.242172
2020/10/23 20:22:53+00,-78.798882,42.998673,182.235458
2020/10/23 20:22:54+00,-78.79888,42.998685,182.231232
2020/10/23 20:22:55+00,-78.798877,42.998697,182.22908
2020/10/23 20:22:56+00,-78.798875,42.998708,182.228531
2020/10/23 20:22:57+00,-78.798872,42.99872,182.229095
2020/10/23 20:22:58+00,-78.79887,42.998732,182.23024
2020/10/23 20:22:59+00,-78.798868,42.998745,182.231461
2020/10/23 20:23:00+00,-78.798866,42.998757,182.232269
2020/10/23 20:23:01+00,-78.798865,42.998769,182.232239
2020/10/23 20:23:02+00,-78.798864,42.998782,182.230942
2020/10/23 20:23:03+00,-78.798863,42.998795,182.227997
2020/10/23 20:23:04+00,-78.798862,42.998808,182.223053
2020/10/23 20:23:05+00,-78.798862,42.998821,182.215775
2020/10/23 20:23:06+00,-78.798862,42.998834,182.205887
2020/10/23 20:23:07+00,-78.798862,42.998848,182.193161
2020/10/23 20:23:08+00,-78.798863,42.998861,182.177368
2020/10/23 20:23:09+00,-78.798864,42.998875,182.158386
2020/10/23 20:23:10+00,-78.798865,42.998888,182.136108
2020/10/23 20:23:11+00,-78.798866,42.998902,182.110565
2020/10/23 20:23:12+00,-78.798867,42.998915,182.081833
2020/10/23 20:23:13+00,-78.798868,42.998929,182.050171
2020/10/23 20:23:14+00,-78.798869,42.998942,182.015869
2020/10/23 20:23:15+00,-78.79887,42.998955,181.979294
2020/10/23 20:23:16+00,-78.798871,42.998968,181.94075
2020/10/23 20:23:17+00,-78.798872,42.99898,181.900558
2020/10/23 20:23:18+00,-78.798873,42.998993,181.858994
2020/10/23 20:23:19+00,-78.798873,42.999006,181.81633
2020/10/23 20:23:20+00,-78.798874,42.999018,181.772858
2020/10/23 20:23:21+00,-78.798874,42.999031,181.728867
2020/10/23 20:23:22+00,-78.798874,42.999044,181.684708
2020/10/23 20:23:23+00,-78.798874,42.999056,181.640732
2020/10/23 20:23:24+00,-78.798874,42.999069,181.597321
2020/10/23 20:23:25+00,-78.798874,42.999082,181.554871
2020/10/23 20:23:26+00,-78.798873,42.999094,181.513794
2020/10/23 20:23:27+00,-78.798872,42.999107,181.474487
2020/10/23 20:23:28+00,-78.798871,42.99912,181.437347
2020/10/23 20:23:29+00,-78.79887,42.999134,181.40271
2020/10/23 20:23:30+00,-78.798869,42.999147,181.370819
2020/10/23 20:23:31+00,-78.798867,42.99916,181.341919
2020/10/23 20:23:32+00,-78.798866,42.999174,181.316132
2020/10/23 20:23:33+00,-78.798864,42.999187,181.293549
2020/10/23 20:23:34+00,-78.798863,42.999201,181.274155
2020/10/23 20:23:35+00,-78.798862,42.999215,181.257843
2020/10/23 20:23:36+00,-78.79886,42.999229,181.244461
2020/10/23 20:23:37+00,-78.798859,42.999243,181.233795
2020/10/23 20:23:38+00,-78.798858,42.999256,181.225525
2020/10/23 20:23:39+00,-78.798858,42.99927,181.219345
2020/10/23 20:23:40+00,-78.798857,42.999284,181.214828
2020/10/23 20:23:41+00,-78.798857,42.999298,181.211609
2020/10/23 20:23:42+00,-78.798857,42.999311,181.209229
2020/10/23 20:23:43+00,-78.798858,42.999324,181.207306
2020/10/23 20:23:44+00,-78.798858,42.999338,181.205399
2020/10/23 20:23:45+00,-78.798859,42.999351,181.203094
2020/10/23 20:23:46+00,-78.798861,42.999364,181.200027
2020/10/23 20:23:47+00,-78.798862,42.999376,181.195816
2020/10/23 20:23:48+00,-78.798864,42.999389,181.190094
2020/10/23 20:23:49+00,-78.798866,42.999401,181.182495
2020/10/23 20:23:50+00,-78.798868,42.999413,181.172745
2020/10/23 20:23:51+00,-78.798871,42.999426,181.160522
2020/10/23 20:23:52+00,-78.798874,42.999438,181.14563
2020/10/23 20:23:53+00,-78.798876,42.99945,181.127899
2020/10/23 20:23:54+00,-78.798879,42.999461,181.1073
2020/10/23 20:23:55+00,-78.798882,42.999473,181.083893
2020/10/23 20:23:56+00,-78.798884,42.999484,181.057831
2020/10/23 20:23:57+00,-78.798887,42.999496,181.029312
2020/10/23 20:23:58+00,-78.798889,42.999507,180.998535
2020/10/23 20:23:59+00,-78.79889,42.999518,180.965698
2020/10/23 20:24:00+00,-78.798892,42.999529,180.930954
2020/10/23 20:24:01+00,-78.798893,42.99954,180.894455
2020/10/23 20:24:02+00,-78.798893,42.999551,180.856354
2020/10/23 20:24:03+00,-78.798893,42.999562,180.816803
2020/10/23 20:24:04+00,-78.798892,42.999574,180.77594
2020/10/23 20:24:05+00,-78.798891,42.999585,180.733917
2020/10/23 20:24:06+00,-78.79889,42.999596,180.690887
2020/10/23 20:24:07+00,-78.798888,42.999607,180.647003
2020/10/23 20:24:08+00,-78.798886,42.999619,180.602417
2020/10/23 20:24:09+00,-78.798884,42.99963,180.55722
2020/10/23 20:24:10+00,-78.798881,42.999642,180.511536
2020/10/23 20:24:11+00,-78.798878,42.999653,180.465408
2020/10/23 20:24:12+00,-78.798876,42.999665,180.418945
2020/10/23 20:24:13+00,-78.798873,42.999677,180.372208
2020/10/23 20:24:14+00,-78.79887,42.999689,180.325317
2020/10/23 20:24:15+00,-78.798868,42.999701,180.278397
2020/10/23 20:24:16+00,-78.798866,42.999714,180.231552
2020/10/23 20:24:17+00,-78.798864,42.999726,180.184921
2020/10/23 20:24:18+00,-78.798863,42.999739,180.138641
2020/10/23 20:24:19+00,-78.798863,42.999751,180.092834
2020/10/23 20:24:20+00,-78.798863,42.999764,180.047592
2020/10/23 20:24:21+00,-78.798863,42.999777,180.003021
2020/10/23 20:24:22+00,-78.798865,42.999789,179.959198
2020/10/23 20:24:23+00,-78.798867,42.999802,179.916183
2020/10/23 20:24:24+00,-78.79887,42.999814,179.874039
2020/10/23 20:24:25+00,-78.798874,42.999826,179.832764
2020/10/23 20:24:26+00,-78.798878,42.999838,179.792328
2020/10/23 20:24:27+00,-78.798883,42.99985,179.752716
2020/10/23 20:24:28+00,-78.798888,42.999861,179.713852
2020/10/23 20:24:29+00,-78.798894,42.999872,179.675644
2020/10/23 20:24:30+00,-78.7989,42.999882,179.638046
2020/10/23 20:24:31+00,-78.798906,42.999892,179.600967
2020/10/23 20:24:32+00,-78.798912,42.999902,179.564407
2020/10/23 20:24:33+00,-78.798918,42.999912,179.528305
2020/10/23 20:24:34+00,-78.798923,42.999922,179.492569
2020/10/23 20:24:35+00,-78.798929,42.999931,179.457138
2020/10/23 20:24:36+00,-78.798933,42.999941,179.421844
2020/10/23 20:24:37+00,-78.798937,42.999951,179.386581
2020/10/23 20:24:38+00,-78.79894,42.99996,179.351257
2020/10/23 20:24:39+00,-78.798942,42.99997,179.31575
2020/10/23 20:24:40+00,-78.798943,42.99998,179.279968
2020/10/23 20:24:41+00,-78.798942,42.999991,179.243835
2020/10/23 20:24:42+00,-78.798941,43.000002,179.20726
2020/10/23 20:24:43+00,-78.798939,43.000012,179.170212
2020/10/23 20:24:44+00,-78.798936,43.000024,179.132645
2020/10/23 20:24:45+00,-78.798933,43.000035,179.094574
2020/10/23 20:24:46+00,-78.798928,43.000046,179.05603
2020/10/23 20:24:47+00,-78.798923,43.000058,179.017059
2020/10/23 20:24:47+00,-78.798917,43.00007,178.977768
2020/10/23 20:24:48+00,-78.798911,43.000081,178.938171
2020/10/23 20:24:49+00,-78.798905,43.000093,178.898361
2020/10/23 20:24:50+00,-78.798899,43.000105,178.858444
2020/10/23 20:24:51+00,-78.798893,43.000117,178.818466
2020/10/23 20:24:52+00,-78.798887,43.000128,178.778503
2020/10/23 20:24:53+00,-78.798881,43.00014,178.738556
2020/10/23 20:24:54+00,-78.798876,43.000152,178.698669
2020/10/23 20:24:55+00,-78.798872,43.000164,178.65892
2020/10/23 20:24:56+00,-78.798868,43.000176,178.61937
2020/10/23 20:24:57+00,-78.798865,43.000188,178.580139
2020/10/23 20:24:58+00,-78.798862,43.000201,178.541443
2020/10/23 20:24:59+00,-78.798861,43.000213,178.503525
2020/10/23 20:25:00+00,-78.79886,43.000226,178.46669
2020/10/23 20:25:01+00,-78.798859,43.00024,178.431274
2020/10/23 20:25:02+00,-78.79886,43.000253,178.397659
2020/10/23 20:25:03+00,-78.79886,43.000267,178.366165
2020/10/23 20:25:04+00,-78.798862,43.000281,178.337173
2020/10/23 20:25:05+00,-78.798863,43.000295,178.310959
2020/10/23 20:25:06+00,-78.798865,43.000309,178.287735
2020/10/23 20:25:07+00,-78.798867,43.000323,178.267624
2020/10/23 20:25:08+00,-78.798869,43.000337,178.25061
2020/10/23 20:25:09+00,-78.798872,43.000351,178.236557
2020/10/23 20:25:10+00,-78.798874,43.000364,178.225235
2020/10/23 20:25:11+00,-78.798876,43.000378,178.216339
2020/10/23 20:25:12+00,-78.798878,43.000391,178.209534
2020/10/23 20:25:13+00,-78.798879,43.000404,178.204422
2020/10/23 20:25:14+00,-78.798881,43.000417,178.200592
2020/10/23 20:25:15+00,-78.798882,43.00043,178.197601
2020/10/23 20:25:16+00,-78.798883,43.000442,178.195007
2020/10/23 20:25:17+00,-78.798884,43.000455,178.192368
2020/10/23 20:25:18+00,-78.798885,43.000467,178.18924
2020/10/23 20:25:19+00,-78.798886,43.000479,178.185211
2020/10/23 20:25:20+00,-78.798886,43.000491,178.17984
2020/10/23 20:25:21+00,-78.798886,43.000503,178.172745
2020/10/23 20:25:22+00,-78.798886,43.000515,178.163544
2020/10/23 20:25:23+00,-78.798886,43.000528,178.151886
2020/10/23 20:25:24+00,-78.798886,43.00054,178.137466
2020/10/23 20:25:25+00,-78.798886,43.000553,178.12001
2020/10/23 20:25:26+00,-78.798885,43.000565,178.09935
2020/10/23 20:25:27+00,-78.798885,43.000578,178.075363
2020/10/23 20:25:28+00,-78.798884,43.000591,178.048065
2020/10/23 20:25:29+00,-78.798883,43.000604,178.017548
2020/10/23 20:25:30+00,-78.798882,43.000618,177.984039
2020/10/23 20:25:31+00,-78.798882,43.000631,177.947815
2020/10/23 20:25:32+00,-78.798881,43.000644,177.90918
2020/10/23 20:25:33+00,-78.798879,43.000658,177.868515
2020/10/23 20:25:34+00,-78.798878,43.000671,177.826202
2020/10/23 20:25:35+00,-78.798877,43.000684,177.782623
2020/10/23 20:25:36+00,-78.798876,43.000697,177.73819
2020/10/23 20:25:37+00,-78.798875,43.000711,177.693375
2020/10/23 20:25:38+00,-78.798874,43.000724,177.64859
2020/10/23 20:25:39+00,-78.798873,43.000736,177.604294
2020/10/23 20:25:40+00,-78.798872,43.000749,177.560913
2020/10/23 20:25:41+00,-78.798871,43.000762,177.518829
2020/10/23 20:25:42+00,-78.79887,43.000774,177.478439
2020/10/23 20:25:43+00,-78.79887,43.000786,177.440048
2020/10/23 20:25:44+00,-78.798869,43.000798,177.403992
2020/10/23 20:25:45+00,-78.798869,43.00081,177.37056
2020/10/23 20:25:46+00,-78.798868,43.000822,177.339966
2020/10/23 20:25:47+00,-78.798868,43.000834,177.312408
2020/10/23 20:25:48+00,-78.798869,43.000846,177.288055
2020/10/23 20:25:49+00,-78.798869,43.000857,177.266953
2020/10/23 20:25:50+00,-78.79887,43.000869,177.249069
2020/10/23 20:25:51+00,-78.798871,43.00088,177.234329
2020/10/23 20:25:52+00,-78.798873,43.000891,177.222595
2020/10/23 20:25:53+00,-78.798874,43.000902,177.213669
2020/10/23 20:25:54+00,-78.798876,43.000913,177.207367
2020/10/23 20:25:55+00,-78.798878,43.000924,177.203445
2020/10/23 20:25:56+00,-78.79888,43.000935,177.20166
2020/10/23 20:25:57+00,-78.798882,43.000946,177.201752
2020/10/23 20:25:58+00,-78.798885,43.000957,177.2034
2020/10/23 20:25:59+00,-78.798887,43.000968,177.206345
2020/10/23 20:26:00+00,-78.79889,43.000979,177.210266
2020/10/23 20:26:01+00,-78.798892,43.00099,177.214844
2020/10/23 20:26:02+00,-78.798895,43.001001,177.219757
2020/10/23 20:26:03+00,-78.798897,43.001013,177.22467
2020/10/23 20:26:04+00,-78.798898,43.001024,177.229294
2020/10/23 20:26:05+00,-78.7989,43.001035,177.233368
2020/10/23 20:26:06+00,-78.798901,43.001047,177.236725
2020/10/23 20:26:07+00,-78.798901,43.001058,177.239273
2020/10/23 20:26:08+00,-78.798902,43.00107,177.240982
2020/10/23 20:26:09+00,-78.798902,43.001082,177.241928
2020/10/23 20:26:10+00,-78.798902,43.001094,177.242188
2020/10/23 20:26:11+00,-78.798901,43.001105,177.241959
2020/10/23 20:26:12+00,-78.798901,43.001117,177.241379
2020/10/23 20:26:13+00,-78.7989,43.001129,177.240631
2020/10/23 20:26:14+00,-78.798899,43.00114,177.239838
2020/10/23 20:26:15+00,-78.798898,43.001152,177.23909
2020/10/23 20:26:16+00,-78.798897,43.001163,177.238434
2020/10/23 20:26:17+00,-78.798895,43.001175,177.23793
2020/10/23 20:26:18+00,-78.798894,43.001186,177.237595
2020/10/23 20:26:19+00,-78.798892,43.001198,177.237457
2020/10/23 20:26:20+00,-78.79889,43.001209,177.237534
2020/10/23 20:26:21+00,-78.798888,43.001221,177.237854
2020/10/23 20:26:22+00,-78.798886,43.001232,177.238464
2020/10/23 20:26:23+00,-78.798885,43.001244,177.23938
2020/10/23 20:26:24+00,-78.798883,43.001256,177.240616
2020/10/23 20:26:25+00,-78.798881,43.001268,177.242142
2020/10/23 20:26:26+00,-78.798879,43.001281,177.24382
2020/10/23 20:26:27+00,-78.798878,43.001294,177.245499
2020/10/23 20:26:28+00,-78.798877,43.001307,177.246964
2020/10/23 20:26:29+00,-78.798876,43.00132,177.247986
2020/10/23 20:26:30+00,-78.798875,43.001333,177.248352
2020/10/23 20:26:31+00,-78.798875,43.001347,177.247894
2020/10/23 20:26:32+00,-78.798876,43.001361,177.24649
2020/10/23 20:26:33+00,-78.798876,43.001375,177.244171
2020/10/23 20:26:34+00,-78.798877,43.001389,177.241043
2020/10/23 20:26:35+00,-78.798878,43.001404,177.237335
2020/10/23 20:26:36+00,-78.798879,43.001418,177.233307
2020/10/23 20:26:37+00,-78.79888,43.001433,177.229218
2020/10/23 20:26:38+00,-78.798881,43.001447,177.22525
2020/10/23 20:26:39+00,-78.798882,43.001462,177.221573
2020/10/23 20:26:40+00,-78.798883,43.001477,177.218246
2020/10/23 20:26:41+00,-78.798884,43.001491,177.215332
2020/10/23 20:26:42+00,-78.798885,43.001505,177.212814
2020/10/23 20:26:43+00,-78.798885,43.00152,177.210678
2020/10/23 20:26:44+00,-78.798886,43.001534,177.208878
2020/10/23 20:26:45+00,-78.798886,43.001548,177.207352
2020/10/23 20:26:46+00,-78.798886,43.001562,177.206055
2020/10/23 20:26:47+00,-78.798886,43.001575,177.204895
2020/10/23 20:26:48+00,-78.798886,43.001589,177.203842
2020/10/23 20:26:49+00,-78.798886,43.001602,177.20285
2020/10/23 20:26:50+00,-78.798886,43.001615,177.201889
2020/10/23 20:26:51+00,-78.798885,43.001627,177.200989
2020/10/23 20:26:52+00,-78.798885,43.00164,177.20015
2020/10/23 20:26:53+00,-78.798884,43.001652,177.199417
2020/10/23 20:26:54+00,-78.798883,43.001664,177.198837
2020/10/23 20:26:55+00,-78.798882,43.001676,177.198502
2020/10/23 20:26:56+00,-78.798881,43.001688,177.198517
2020/10/23 20:26:57+00,-78.798879,43.0017,177.198975
2020/10/23 20:26:58+00,-78.798878,43.001711,177.200027
2020/10/23 20:26:59+00,-78.798876,43.001723,177.201782
2020/10/23 20:27:00+00,-78.798874,43.001735,177.204315
2020/10/23 20:27:01+00,-78.798872,43.001746,177.207657
2020/10/23 20:27:02+00,-78.79887,43.001758,177.211746
2020/10/23 20:27:03+00,-78.798868,43.00177,177.216476
2020/10/23 20:27:04+00,-78.798866,43.001782,177.221664
2020/10/23 20:27:05+00,-78.798864,43.001794,177.227112
2020/10/23 20:27:06+00,-78.798863,43.001807,177.232574
2020/10/23 20:27:07+00,-78.798861,43.00182,177.237823
2020/10/23 20:27:08+00,-78.79886,43.001832,177.24263
2020/10/23 20:27:09+00,-78.798859,43.001846,177.246796
2020/10/23 20:27:10+00,-78.798859,43.001859,177.250153
2020/10/23 20:27:11+00,-78.798858,43.001872,177.252625
2020/10/23 20:27:12+00,-78.798858,43.001886,177.254135
2020/10/23 20:27:13+00,-78.798859,43.001899,177.254684
2020/10/23 20:27:14+00,-78.798859,43.001913,177.254318
2020/10/23 20:27:15+00,-78.79886,43.001927,177.253067
2020/10/23 20:27:16+00,-78.79886,43.001941,177.251053
2020/10/23 20:27:17+00,-78.798861,43.001954,177.248398
2020/10/23 20:27:18+00,-78.798862,43.001968,177.245285
2020/10/23 20:27:19+00,-78.798862,43.001981,177.241913
2020/10/23 20:27:20+00,-78.798863,43.001994,177.238495
2020/10/23 20:27:21+00,-78.798863,43.002008,177.235245
2020/10/23 20:27:22+00,-78.798863,43.002021,177.2323
2020/10/23 20:27:23+00,-78.798863,43.002034,177.229752
2020/10/23 20:27:24+00,-78.798862,43.002046,177.22757
2020/10/23 20:27:25+00,-78.798862,43.002059,177.225662
2020/10/23 20:27:26+00,-78.798861,43.002072,177.223892
2020/10/23 20:27:27+00,-78.798861,43.002085,177.222107
2020/10/23 20:27:28+00,-78.798861,43.002097,177.220154
2020/10/23 20:27:29+00,-78.798861,43.00211,177.217911
2020/10/23 20:27:30+00,-78.798861,43.002122,177.215317
2020/10/23 20:27:31+00,-78.798862,43.002135,177.212372
2020/10/23 20:27:32+00,-78.798862,43.002147,177.209122
2020/10/23 20:27:33+00,-78.798863,43.002159,177.205688
2020/10/23 20:27:34+00,-78.798864,43.002171,177.202148
2020/10/23 20:27:35+00,-78.798866,43.002183,177.198578
2020/10/23 20:27:36+00,-78.798867,43.002194,177.195053
2020/10/23 20:27:37+00,-78.798869,43.002205,177.191681
2020/10/23 20:27:38+00,-78.798871,43.002217,177.188553
2020/10/23 20:27:39+00,-78.798872,43.002228,177.18573
2020/10/23 20:27:40+00,-78.798874,43.002238,177.183273
2020/10/23 20:27:41+00,-78.798876,43.002249,177.181152
2020/10/23 20:27:42+00,-78.798877,43.00226,177.179382
2020/10/23 20:27:43+00,-78.798879,43.00227,177.177917
2020/10/23 20:27:44+00,-78.79888,43.002281,177.176727
2020/10/23 20:27:45+00,-78.798882,43.002292,177.175812
2020/10/23 20:27:46+00,-78.798883,43.002302,177.175171
2020/10/23 20:27:47+00,-78.798884,43.002313,177.174774
2020/10/23 20:27:48+00,-78.798885,43.002323,177.174606
2020/10/23 20:27:49+00,-78.798886,43.002334,177.174667
2020/10/23 20:27:50+00,-78.798886,43.002345,177.174911
2020/10/23 20:27:51+00,-78.798887,43.002356,177.175323
2020/10/23 20:27:52+00,-78.798888,43.002367,177.175842
2020/10/23 20:27:53+00,-78.798888,43.002379,177.176453
2020/10/23 20:27:54+00,-78.798888,43.00239,177.177063
2020/10/23 20:27:55+00,-78.798888,43.002402,177.177612
2020/10/23 20:27:56+00,-78.798889,43.002414,177.178055
2020/10/23 20:27:57+00,-78.798889,43.002426,177.178345
2020/10/23 20:27:58+00,-78.798889,43.002438,177.178467
2020/10/23 20:27:59+00,-78.798889,43.002451,177.178467
2020/10/23 20:28:00+00,-78.798889,43.002464,177.178421
2020/10/23 20:28:01+00,-78.798889,43.002476,177.178421
2020/10/23 20:28:02+00,-78.798889,43.002489,177.178604
2020/10/23 20:28:03+00,-78.798888,43.002502,177.179092
2020/10/23 20:28:04+00,-78.798888,43.002515,177.179962
2020/10/23 20:28:05+00,-78.798887,43.002529,177.181274
2020/10/23 20:28:06+00,-78.798886,43.002542,177.183029
2020/10/23 20:28:07+00,-78.798885,43.002555,177.185211
2020/10/23 20:28:08+00,-78.798884,43.002568,177.187714
2020/10/23 20:28:09+00,-78.798882,43.002582,177.19043
2020/10/23 20:28:10+00,-78.798881,43.002595,177.193176
2020/10/23 20:28:11+00,-78.79888,43.002608,177.195786
2020/10/23 20:28:12+00,-78.798879,43.002621,177.198059
2020/10/23 20:28:13+00,-78.798878,43.002634,177.19986
2020/10/23 20:28:14+00,-78.798878,43.002647,177.20105
2020/10/23 20:28:15+00,-78.798878,43.00266,177.201584
2020/10/23 20:28:16+00,-78.798878,43.002672,177.201447
2020/10/23 20:28:17+00,-78.798878,43.002685,177.200668
2020/10/23 20:28:18+00,-78.798879,43.002697,177.199326
2020/10/23 20:28:19+00,-78.798879,43.002709,177.197449
2020/10/23 20:28:20+00,-78.79888,43.002721,177.195129
2020/10/23 20:28:21+00,-78.798882,43.002732,177.192444
2020/10/23 20:28:22+00,-78.798883,43.002744,177.189453
2020/10/23 20:28:23+00,-78.798884,43.002755,177.186234
2020/10/23 20:28:24+00,-78.798886,43.002766,177.182831
2020/10/23 20:28:25+00,-78.798887,43.002777,177.179291
2020/10/23 20:28:26+00,-78.798889,43.002788,177.175629
2020/10/23 20:28:27+00,-78.79889,43.002798,177.171875
2020/10/23 20:28:28+00,-78.798892,43.002809,177.168121
2020/10/23 20:28:29+00,-78.798893,43.00282,177.164444
2020/10/23 20:28:30+00,-78.798895,43.00283,177.160919
2020/10/23 20:28:31+00,-78.798896,43.002841,177.157669
2020/10/23 20:28:32+00,-78.798896,43.002852,177.15477
2020/10/23 20:28:33+00,-78.798897,43.002862,177.152374
2020/10/23 20:28:34+00,-78.798897,43.002873,177.150635
2020/10/23 20:28:35+00,-78.798897,43.002884,177.149673
2020/10/23 20:28:36+00,-78.798897,43.002896,177.149673
2020/10/23 20:28:37+00,-78.798896,43.002907,177.150787
2020/10/23 20:28:38+00,-78.798895,43.002919,177.153152
2020/10/23 20:28:39+00,-78.798893,43.00293,177.156906
2020/10/23 20:28:40+00,-78.798891,43.002942,177.162201
2020/10/23 20:28:41+00,-78.798889,43.002955,177.169174
2020/10/23 20:28:42+00,-78.798887,43.002967,177.177948
2020/10/23 20:28:43+00,-78.798885,43.002979,177.18869
2020/10/23 20:28:44+00,-78.798883,43.002992,177.201569
2020/10/23 20:28:45+00,-78.79888,43.003005,177.216751
2020/10/23 20:28:46+00,-78.798878,43.003017,177.234421
2020/10/23 20:28:47+00,-78.798876,43.00303,177.25473
2020/10/23 20:28:48+00,-78.798873,43.003043,177.277786
2020/10/23 20:28:49+00,-78.798871,43.003056,177.303635
2020/10/23 20:28:50+00,-78.798869,43.003068,177.332214
2020/10/23 20:28:51+00,-78.798868,43.003081,177.363403
2020/10/23 20:28:52+00,-78.798866,43.003094,177.396927
2020/10/23 20:28:53+00,-78.798865,43.003106,177.432495
2020/10/23 20:28:54+00,-78.798864,43.003119,177.469696
2020/10/23 20:28:55+00,-78.798863,43.003132,177.508163
2020/10/23 20:28:56+00,-78.798863,43.003144,177.547501
2020/10/23 20:28:57+00,-78.798863,43.003157,177.587326
2020/10/23 20:28:58+00,-78.798864,43.00317,177.627228
2020/10/23 20:28:59+00,-78.798865,43.003183,177.666824
2020/10/23 20:29:00+00,-78.798867,43.003197,177.705704
2020/10/23 20:29:01+00,-78.798868,43.00321,177.7435
2020/10/23 20:29:02+00,-78.798871,43.003224,177.7798
2020/10/23 20:29:03+00,-78.798873,43.003238,177.81424
2020/10/23 20:29:04+00,-78.798875,43.003252,177.846344
2020/10/23 20:29:05+00,-78.798878,43.003266,177.87561
2020/10/23 20:29:06+00,-78.798881,43.003281,177.901428
2020/10/23 20:29:07+00,-78.798883,43.003296,177.923157
2020/10/23 20:29:08+00,-78.798886,43.00331,177.940094
2020/10/23 20:29:09+00,-78.798889,43.003325,177.951599
2020/10/23 20:29:10+00,-78.798891,43.00334,177.957138
2020/10/23 20:29:11+00,-78.798894,43.003354,177.95636
2020/10/23 20:29:12+00,-78.798896,43.003369,177.949203
2020/10/23 20:29:13+00,-78.798899,43.003383,177.935791
2020/10/23 20:29:14+00,-78.798901,43.003397,177.916458
2020/10/23 20:29:15+00,-78.798903,43.003412,177.891663
2020/10/23 20:29:16+00,-78.798905,43.003426,177.861938
2020/10/23 20:29:17+00,-78.798907,43.003439,177.827911
2020/10/23 20:29:18+00,-78.798909,43.003453,177.790283
2020/10/23 20:29:19+00,-78.79891,43.003467,177.749741
2020/10/23 20:29:20+00,-78.798912,43.003481,177.707047
2020/10/23 20:29:21+00,-78.798913,43.003494,177.662888
2020/10/23 20:29:22+00,-78.798913,43.003508,177.618011
2020/10/23 20:29:23+00,-78.798914,43.003521,177.573074
2020/10/23 20:29:24+00,-78.798914,43.003535,177.528748
2020/10/23 20:29:25+00,-78.798913,43.003548,177.485672
2020/10/23 20:29:26+00,-78.798913,43.003561,177.444443
2020/10/23 20:29:27+00,-78.798912,43.003574,177.405563
2020/10/23 20:29:28+00,-78.798911,43.003588,177.369522
2020/10/23 20:29:29+00,-78.798909,43.003601,177.336639
2020/10/23 20:29:30+00,-78.798908,43.003614,177.307175
2020/10/23 20:29:31+00,-78.798906,43.003627,177.281235
2020/10/23 20:29:32+00,-78.798904,43.003639,177.258743
2020/10/23 20:29:33+00,-78.798902,43.003652,177.239532
2020/10/23 20:29:34+00,-78.798901,43.003665,177.223297
2020/10/23 20:29:35+00,-78.798899,43.003678,177.20961
2020/10/23 20:29:36+00,-78.798898,43.003691,177.19809
2020/10/23 20:29:37+00,-78.798898,43.003704,177.188278
2020/10/23 20:29:38+00,-78.798897,43.003717,177.179764
2020/10/23 20:29:39+00,-78.798897,43.003729,177.172256
2020/10/23 20:29:40+00,-78.798898,43.003742,177.165588
2020/10/23 20:29:41+00,-78.798898,43.003755,177.159683
2020/10/23 20:29:42+00,-78.798899,43.003768,177.154587
2020/10/23 20:29:43+00,-78.7989,43.003782,177.150345
2020/10/23 20:29:44+00,-78.798901,43.003795,177.147034
2020/10/23 20:29:45+00,-78.798902,43.003808,177.144714
2020/10/23 20:29:46+00,-78.798903,43.003822,177.143356
2020/10/23 20:29:47+00,-78.798904,43.003835,177.14296
2020/10/23 20:29:48+00,-78.798905,43.003848,177.143478
2020/10/23 20:29:49+00,-78.798905,43.003862,177.144882
2020/10/23 20:29:50+00,-78.798905,43.003876,177.147049
2020/10/23 20:29:51+00,-78.798905,43.003889,177.14975
