time,longitude,latitude,altitude (ft)
2020/10/23 19:42:14+00,-78.812085,42.992407,180.198166
2020/10/23 19:42:15+00,-78.812082,42.992419,180.198257
2020/10/23 19:42:16+00,-78.812079,42.992431,180.19838
2020/10/23 19:42:17+00,-78.812077,42.992444,180.198593
2020/10/23 19:42:18+00,-78.812074,42.992456,180.198959
2020/10/23 19:42:19+00,-78.812071,42.992469,180.199539
2020/10/23 19:42:20+00,-78.812069,42.992481,180.200363
2020/10/23 19:42:21+00,-78.812066,42.992494,180.201462
2020/10/23 19:42:22+00,-78.812063,42.992507,180.20285
2020/10/23 19:42:23+00,-78.812061,42.99252,180.204483
2020/10/23 19:42:24+00,-78.812058,42.992533,180.206329
2020/10/23 19:42:25+00,-78.812055,42.992546,180.208328
2020/10/23 19:42:26+00,-78.812053,42.992559,180.210419
2020/10/23 19:42:27+00,-78.81205,42.992572,180.212509
2020/10/23 19:42:28+00,-78.812048,42.992585,180.214554
2020/10/23 19:42:29+00,-78.812046,42.992598,180.216461
2020/10/23 19:42:30+00,-78.812044,42.992611,180.21814
2020/10/23 19:42:31+00,-78.812042,42.992623,180.219437
2020/10/23 19:42:32+00,-78.812041,42.992636,180.22023
2020/10/23 19:42:33+00,-78.812039,42.992649,180.220398
2020/10/23 19:42:34+00,-78.812038,42.992661,180.219803
2020/10/23 19:42:35+00,-78.812037,42.992674,180.218231
2020/10/23 19:42:36+00,-78.812036,42.992686,180.2155
2020/10/23 19:42:37+00,-78.812036,42.992699,180.211349
2020/10/23 19:42:38+00,-78.812035,42.992712,180.205505
2020/10/23 19:42:39+00,-78.812035,42.992724,180.197708
2020/10/23 19:42:40+00,-78.812035,42.992736,180.187683
2020/10/23 19:42:41+00,-78.812036,42.992749,180.17514
2020/10/23 19:42:42+00,-78.812036,42.992761,180.159912
2020/10/23 19:42:43+00,-78.812037,42.992774,180.1418
2020/10/23 19:42:44+00,-78.812037,42.992786,180.120728
2020/10/23 19:42:45+00,-78.812038,42.992798,180.096695
2020/10/23 19:42:46+00,-78.812039,42.99281,180.069778
2020/10/23 19:42:47+00,-78.81204,42.992822,180.040146
2020/10/23 19:42:48+00,-78.81204,42.992834,180.008026
2020/10/23 19:42:49+00,-78.812041,42.992846,179.973694
2020/10/23 19:42:50+00,-78.812041,42.992858,179.937454
2020/10/23 19:42:51+00,-78.812042,42.99287,179.899658
2020/10/23 19:42:52+00,-78.812042,42.992881,179.860672
2020/10/23 19:42:53+00,-78.812041,42.992893,179.820908
2020/10/23 19:42:54+00,-78.812041,42.992905,179.780746
2020/10/23 19:42:55+00,-78.81204,42.992916,179.740601
2020/10/23 19:42:56+00,-78.812039,42.992928,179.700851
2020/10/23 19:42:57+00,-78.812038,42.99294,179.661835
2020/10/23 19:42:58+00,-78.812037,42.992951,179.62384
2020/10/23 19:42:59+00,-78.812035,42.992962,179.587082
2020/10/23 19:43:00+00,-78.812034,42.992973,179.551727
2020/10/23 19:43:01+00,-78.812033,42.992985,179.517868
2020/10/23 19:43:02+00,-78.812032,42.992996,179.485611
2020/10/23 19:43:03+00,-78.812032,42.993007,179.454987
2020/10/23 19:43:04+00,-78.812032,42.993018,179.426041
2020/10/23 19:43:05+00,-78.812033,42.993028,179.398804
2020/10/23 19:43:06+00,-78.812035,42.993039,179.37326
2020/10/23 19:43:07+00,-78.812038,42.993049,179.349411
2020/10/23 19:43:08+00,-78.812041,42.99306,179.327209
2020/10/23 19:43:09+00,-78.812046,42.99307,179.30661
2020/10/23 19:43:10+00,-78.812052,42.993079,179.287613
2020/10/23 19:43:11+00,-78.812058,42.993088,179.270187
2020/10/23 19:43:12+00,-78.812066,42.993097,179.254303
2020/10/23 19:43:13+00,-78.812074,42.993106,179.239899
2020/10/23 19:43:14+00,-78.812082,42.993114,179.226868
2020/10/23 19:43:15+00,-78.812091,42.993122,179.215195
2020/10/23 19:43:16+00,-78.8121,42.993129,179.204788
2020/10/23 19:43:17+00,-78.812109,42.993136,179.195496
2020/10/23 19:43:18+00,-78.812118,42.993143,179.187134
2020/10/23 19:43:19+00,-78.812126,42.99315,179.179596
2020/10/23 19:43:20+00,-78.812134,42.993157,179.172913
2020/10/23 19:43:21+00,-78.812141,42.993163,179.167175
2020/10/23 19:43:22+00,-78.812148,42.99317,179.16246
2020/10/23 19:43:23+00,-78.812153,42.993177,179.158829
2020/10/23 19:43:24+00,-78.812157,42.993183,179.156311
2020/10/23 19:43:25+00,-78.812159,42.99319,179.154922
2020/10/23 19:43:26+00,-78.812161,42.993197,179.154678
2020/10/23 19:43:27+00,-78.81216,42.993204,179.155563
2020/10/23 19:43:28+00,-78.812159,42.993211,179.157532
2020/10/23 19:43:29+00,-78.812155,42.993218,179.160522
2020/10/23 19:43:30+00,-78.812151,42.993225,179.164474
2020/10/23 19:43:31+00,-78.812145,42.993232,179.169266
2020/10/23 19:43:32+00,-78.812138,42.993239,179.174728
2020/10/23 19:43:33+00,-78.81213,42.993246,179.180649
2020/10/23 19:43:34+00,-78.812121,42.993253,179.186844
2020/10/23 19:43:35+00,-78.812112,42.99326,179.193085
2020/10/23 19:43:36+00,-78.812102,42.993268,179.199188
2020/10/23 19:43:37+00,-78.812093,42.993275,179.204987
2020/10/23 19:43:38+00,-78.812083,42.993283,179.210281
2020/10/23 19:43:39+00,-78.812074,42.993292,179.214935
2020/10/23 19:43:40+00,-78.812065,42.993301,179.218765
2020/10/23 19:43:41+00,-78.812057,42.99331,179.22168
2020/10/23 19:43:42+00,-78.81205,42.993319,179.223572
2020/10/23 19:43:43+00,-78.812043,42.99333,179.224396
2020/10/23 19:43:44+00,-78.812038,42.99334,179.224136
2020/10/23 19:43:45+00,-78.812033,42.993351,179.222885
2020/10/23 19:43:46+00,-78.81203,42.993362,179.220718
2020/10/23 19:43:47+00,-78.812027,42.993373,179.217804
2020/10/23 19:43:48+00,-78.812026,42.993385,179.214386
2020/10/23 19:43:49+00,-78.812024,42.993396,179.210709
2020/10/23 19:43:50+00,-78.812024,42.993408,179.207016
2020/10/23 19:43:51+00,-78.812023,42.99342,179.203522
2020/10/23 19:43:52+00,-78.812023,42.993431,179.200363
2020/10/23 19:43:53+00,-78.812024,42.993443,179.197662
2020/10/23 19:43:54+00,-78.812024,42.993455,179.19548
2020/10/23 19:43:55+00,-78.812024,42.993466,179.193848
2020/10/23 19:43:56+00,-78.812025,42.993478,179.192764
2020/10/23 19:43:57+00,-78.812025,42.993489,179.19223
2020/10/23 19:43:58+00,-78.812026,42.9935,179.19223
2020/10/23 19:43:59+00,-78.812026,42.993512,179.192719
2020/10/23 19:44:00+00,-78.812027,42.993523,179.193619
2020/10/23 19:44:01+00,-78.812028,42.993535,179.19487
2020/10/23 19:44:02+00,-78.812029,42.993546,179.196396
2020/10/23 19:44:03+00,-78.81203,42.993558,179.198074
2020/10/23 19:44:04+00,-78.812031,42.99357,179.199783
2020/10/23 19:44:05+00,-78.812033,42.993582,179.201447
2020/10/23 19:44:06+00,-78.812035,42.993593,179.202942
2020/10/23 19:44:07+00,-78.812038,42.993605,179.204193
2020/10/23 19:44:08+00,-78.812041,42.993617,179.20517
2020/10/23 19:44:09+00,-78.812044,42.993629,179.205841
2020/10/23 19:44:10+00,-78.812048,42.993641,179.206238
2020/10/23 19:44:11+00,-78.812052,42.993653,179.206375
2020/10/23 19:44:12+00,-78.812056,42.993665,179.206299
2020/10/23 19:44:13+00,-78.812061,42.993677,179.206024
2020/10/23 19:44:14+00,-78.812066,42.993689,179.205597
2020/10/23 19:44:15+00,-78.812071,42.993702,179.205017
2020/10/23 19:44:16+00,-78.812077,42.993714,179.2043
2020/10/23 19:44:17+00,-78.812082,42.993726,179.203476
2020/10/23 19:44:18+00,-78.812088,42.993738,179.20253
2020/10/23 19:44:19+00,-78.812093,42.99375,179.201492
2020/10/23 19:44:20+00,-78.812099,42.993763,179.200363
2020/10/23 19:44:21+00,-78.812105,42.993775,179.199158
2020/10/23 19:44:22+00,-78.812111,42.993787,179.197891
2020/10/23 19:44:23+00,-78.812116,42.9938,179.196579
2020/10/23 19:44:24+00,-78.812122,42.993812,179.195221
2020/10/23 19:44:25+00,-78.812127,42.993825,179.193863
2020/10/23 19:44:26+00,-78.812132,42.993838,179.192505
2020/10/23 19:44:27+00,-78.812136,42.993851,179.191208
2020/10/23 19:44:28+00,-78.812141,42.993864,179.189987
2020/10/23 19:44:29+00,-78.812144,42.993877,179.188904
2020/10/23 19:44:30+00,-78.812148,42.99389,179.188019
2020/10/23 19:44:31+00,-78.81215,42.993903,179.187408
2020/10/23 19:44:32+00,-78.812153,42.993916,179.187103
2020/10/23 19:44:33+00,-78.812154,42.993929,179.187149
2020/10/23 19:44:34+00,-78.812155,42.993942,179.187546
2020/10/23 19:44:35+00,-78.812156,42.993955,179.188278
2020/10/23 19:44:36+00,-78.812156,42.993968,179.18927
2020/10/23 19:44:37+00,-78.812155,42.993981,179.190506
2020/10/23 19:44:38+00,-78.812154,42.993995,179.191895
2020/10/23 19:44:39+00,-78.812153,42.994008,179.19342
2020/10/23 19:44:40+00,-78.812151,42.994021,179.195023
2020/10/23 19:44:41+00,-78.812149,42.994034,179.19664
2020/10/23 19:44:42+00,-78.812147,42.994047,179.198227
2020/10/23 19:44:43+00,-78.812145,42.99406,179.199768
2020/10/23 19:44:44+00,-78.812143,42.994073,179.201202
2020/10/23 19:44:45+00,-78.81214,42.994086,179.202515
2020/10/23 19:44:46+00,-78.812138,42.994099,179.203674
2020/10/23 19:44:47+00,-78.812136,42.994112,179.204712
2020/10/23 19:44:48+00,-78.812134,42.994125,179.205566
2020/10/23 19:44:49+00,-78.812132,42.994138,179.206284
2020/10/23 19:44:50+00,-78.812131,42.994151,179.206848
2020/10/23 19:44:51+00,-78.812129,42.994164,179.207321
2020/10/23 19:44:52+00,-78.812128,42.994177,179.207718
2020/10/23 19:44:53+00,-78.812128,42.99419,179.208084
2020/10/23 19:44:54+00,-78.812127,42.994203,179.208435
2020/10/23 19:44:55+00,-78.812127,42.994216,179.208771
2020/10/23 19:44:56+00,-78.812127,42.994229,179.209106
2020/10/23 19:44:57+00,-78.812127,42.994242,179.209381
2020/10/23 19:44:58+00,-78.812128,42.994255,179.209518
2020/10/23 19:44:59+00,-78.812129,42.994268,179.209442
2020/10/23 19:45:00+00,-78.81213,42.994281,179.209045
2020/10/23 19:45:01+00,-78.812132,42.994294,179.208221
2020/10/23 19:45:02+00,-78.812134,42.994307,179.20694
2020/10/23 19:45:03+00,-78.812137,42.99432,179.205231
2020/10/23 19:45:04+00,-78.81214,42.994333,179.203247
2020/10/23 19:45:05+00,-78.812143,42.994346,179.201157
2020/10/23 19:45:06+00,-78.812146,42.994358,179.199142
2020/10/23 19:45:07+00,-78.81215,42.994371,179.197357
2020/10/23 19:45:08+00,-78.812153,42.994383,179.195877
2020/10/23 19:45:09+00,-78.812157,42.994394,179.194763
2020/10/23 19:45:10+00,-78.812161,42.994406,179.194031
2020/10/23 19:45:11+00,-78.812165,42.994417,179.193695
2020/10/23 19:45:12+00,-78.812168,42.994428,179.193771
2020/10/23 19:45:13+00,-78.812172,42.994438,179.194244
2020/10/23 19:45:14+00,-78.812176,42.994448,179.195145
2020/10/23 19:45:15+00,-78.81218,42.994458,179.196457
2020/10/23 19:45:16+00,-78.812184,42.994468,179.198151
2020/10/23 19:45:17+00,-78.812188,42.994477,179.20018
2020/10/23 19:45:18+00,-78.812193,42.994486,179.202454
2020/10/23 19:45:19+00,-78.812197,42.994495,179.204803
2020/10/23 19:45:20+00,-78.812202,42.994503,179.207092
2020/10/23 19:45:21+00,-78.812207,42.994511,179.209122
2020/10/23 19:45:22+00,-78.812213,42.994519,179.210678
2020/10/23 19:45:23+00,-78.812219,42.994526,179.211563
2020/10/23 19:45:24+00,-78.812226,42.994533,179.211609
2020/10/23 19:45:25+00,-78.812234,42.99454,179.210678
2020/10/23 19:45:26+00,-78.812242,42.994547,179.208664
2020/10/23 19:45:27+00,-78.812251,42.994553,179.205551
2020/10/23 19:45:28+00,-78.812261,42.99456,179.201355
2020/10/23 19:45:29+00,-78.812276,42.994558,179.220352
2020/10/23 19:45:30+00,-78.812293,42.994559,179.221558
2020/10/23 19:45:31+00,-78.812311,42.994559,179.221756
2020/10/23 19:45:32+00,-78.812328,42.994559,179.220856
2020/10/23 19:45:33+00,-78.812346,42.994558,179.218704
2020/10/23 19:45:34+00,-78.812364,42.994557,179.215179
2020/10/23 19:45:35+00,-78.812382,42.994556,179.210083
2020/10/23 19:45:36+00,-78.812401,42.994555,179.203232
2020/10/23 19:45:37+00,-78.812419,42.994553,179.194412
2020/10/23 19:45:38+00,-78.812437,42.994551,179.183395
2020/10/23 19:45:39+00,-78.812456,42.99455,179.169968
2020/10/23 19:45:40+00,-78.812474,42.994548,179.154007
2020/10/23 19:45:41+00,-78.812493,42.994546,179.135391
2020/10/23 19:45:42+00,-78.812511,42.994544,179.114044
2020/10/23 19:45:43+00,-78.81253,42.994542,179.090012
2020/10/23 19:45:44+00,-78.812548,42.994541,179.0634
2020/10/23 19:45:45+00,-78.812567,42.994539,179.034393
2020/10/23 19:45:46+00,-78.812585,42.994538,179.003281
2020/10/23 19:45:47+00,-78.812603,42.994537,178.970413
2020/10/23 19:45:48+00,-78.812622,42.994536,178.936127
2020/10/23 19:45:49+00,-78.81264,42.994535,178.900833
2020/10/23 19:45:50+00,-78.812658,42.994534,178.864883
2020/10/23 19:45:51+00,-78.812676,42.994534,178.828583
2020/10/23 19:45:52+00,-78.812694,42.994534,178.792175
2020/10/23 19:45:53+00,-78.812712,42.994534,178.755859
2020/10/23 19:45:54+00,-78.81273,42.994534,178.719757
2020/10/23 19:45:55+00,-78.812748,42.994533,178.683945
2020/10/23 19:45:56+00,-78.812766,42.994533,178.648422
2020/10/23 19:45:57+00,-78.812784,42.994533,178.613129
2020/10/23 19:45:58+00,-78.812802,42.994532,178.577957
2020/10/23 19:45:59+00,-78.812821,42.994532,178.542801
2020/10/23 19:46:00+00,-78.81284,42.994531,178.507645
2020/10/23 19:46:01+00,-78.812859,42.99453,178.472702
2020/10/23 19:46:02+00,-78.812878,42.994529,178.4384
2020/10/23 19:46:03+00,-78.812897,42.994527,178.405258
2020/10/23 19:46:04+00,-78.812916,42.994526,178.373779
2020/10/23 19:46:05+00,-78.812935,42.994524,178.344482
2020/10/23 19:46:06+00,-78.812954,42.994522,178.317841
2020/10/23 19:46:07+00,-78.812972,42.99452,178.294205
2020/10/23 19:46:08+00,-78.81299,42.994518,178.273651
2020/10/23 19:46:09+00,-78.813008,42.994516,178.256042
2020/10/23 19:46:10+00,-78.813026,42.994515,178.241135
2020/10/23 19:46:11+00,-78.813044,42.994513,178.228653
2020/10/23 19:46:12+00,-78.813062,42.994511,178.218307
2020/10/23 19:46:13+00,-78.813079,42.994509,178.209839
2020/10/23 19:46:14+00,-78.813097,42.994507,178.202972
2020/10/23 19:46:15+00,-78.813115,42.994504,178.19751
2020/10/23 19:46:16+00,-78.813133,42.994502,178.193222
2020/10/23 19:46:17+00,-78.81315,42.9945,178.189957
2020/10/23 19:46:18+00,-78.813168,42.994498,178.187546
2020/10/23 19:46:19+00,-78.813186,42.994496,178.185928
2020/10/23 19:46:20+00,-78.813203,42.994493,178.185013
2020/10/23 19:46:21+00,-78.813221,42.99449,178.184753
2020/10/23 19:46:22+00,-78.813238,42.994488,178.185043
2020/10/23 19:46:23+00,-78.813256,42.994484,178.185776
2020/10/23 19:46:24+00,-78.813273,42.994481,178.186844
2020/10/23 19:46:25+00,-78.813289,42.994477,178.188126
2020/10/23 19:46:26+00,-78.813306,42.994473,178.18956
2020/10/23 19:46:27+00,-78.813323,42.994469,178.191055
2020/10/23 19:46:28+00,-78.813339,42.994464,178.192596
2020/10/23 19:46:29+00,-78.813355,42.994459,178.194107
2020/10/23 19:46:30+00,-78.813372,42.994453,178.195572
2020/10/23 19:46:31+00,-78.813388,42.994448,178.196945
2020/10/23 19:46:32+00,-78.813404,42.994441,178.198212
2020/10/23 19:46:33+00,-78.81342,42.994435,178.199371
2020/10/23 19:46:34+00,-78.813436,42.994428,178.200439
2020/10/23 19:46:35+00,-78.813452,42.994421,178.20137
2020/10/23 19:46:36+00,-78.813468,42.994414,178.202164
2020/10/23 19:46:37+00,-78.813484,42.994406,178.202759
2020/10/23 19:46:38+00,-78.8135,42.994399,178.203125
2020/10/23 19:46:39+00,-78.813517,42.994391,178.203201
2020/10/23 19:46:40+00,-78.813533,42.994383,178.203018
2020/10/23 19:46:41+00,-78.81355,42.994375,178.202591
2020/10/23 19:46:42+00,-78.813567,42.994367,178.202026
2020/10/23 19:46:43+00,-78.813583,42.994359,178.201401
2020/10/23 19:46:44+00,-78.8136,42.99435,178.200821
2020/10/23 19:46:45+00,-78.813616,42.994342,178.200394
2020/10/23 19:46:46+00,-78.813633,42.994333,178.200134
2020/10/23 19:46:47+00,-78.813649,42.994325,178.200058
2020/10/23 19:46:48+00,-78.813665,42.994316,178.200165
2020/10/23 19:46:49+00,-78.813681,42.994307,178.200439
2020/10/23 19:46:50+00,-78.813697,42.994299,178.200851
2020/10/23 19:46:51+00,-78.813713,42.99429,178.201385
2020/10/23 19:46:52+00,-78.813729,42.99428,178.201981
2020/10/23 19:46:53+00,-78.813744,42.994271,178.202637
2020/10/23 19:46:54+00,-78.813759,42.994262,178.203308
2020/10/23 19:46:55+00,-78.813774,42.994252,178.203964
2020/10/23 19:46:56+00,-78.813789,42.994243,178.20459
2020/10/23 19:46:57+00,-78.813804,42.994233,178.205139
2020/10/23 19:46:58+00,-78.813818,42.994223,178.205521
2020/10/23 19:47:00+00,-78.813833,42.994212,178.205627
2020/10/23 19:47:01+00,-78.813847,42.994202,178.205368
2020/10/23 19:47:02+00,-78.813861,42.994192,178.204666
2020/10/23 19:47:03+00,-78.813874,42.994181,178.20343
2020/10/23 19:47:04+00,-78.813888,42.99417,178.20163
2020/10/23 19:47:05+00,-78.813901,42.99416,178.199295
2020/10/23 19:47:06+00,-78.813913,42.994149,178.196487
2020/10/23 19:47:07+00,-78.813926,42.994138,178.193283
2020/10/23 19:47:08+00,-78.813937,42.994128,178.189789
2020/10/23 19:47:09+00,-78.813948,42.994117,178.186157
2020/10/23 19:47:10+00,-78.813958,42.994107,178.18251
2020/10/23 19:47:11+00,-78.813968,42.994097,178.179016
2020/10/23 19:47:12+00,-78.813976,42.994088,178.175812
2020/10/23 19:47:13+00,-78.813983,42.994078,178.173035
2020/10/23 19:47:14+00,-78.813989,42.994069,178.170822
2020/10/23 19:47:15+00,-78.813994,42.99406,178.169327
2020/10/23 19:47:16+00,-78.813998,42.994052,178.168686
2020/10/23 19:47:17+00,-78.814,42.994043,178.168991
2020/10/23 19:47:18+00,-78.814002,42.994035,178.170334
2020/10/23 19:47:19+00,-78.814002,42.994028,178.172775
2020/10/23 19:47:20+00,-78.814001,42.994021,178.176285
2020/10/23 19:47:21+00,-78.813999,42.994014,178.180771
2020/10/23 19:47:22+00,-78.813997,42.994008,178.186066
2020/10/23 19:47:23+00,-78.813995,42.994003,178.191986
2020/10/23 19:47:24+00,-78.813992,42.993998,178.198257
2020/10/23 19:47:25+00,-78.813989,42.993994,178.20459
2020/10/23 19:47:26+00,-78.813987,42.993991,178.210678
2020/10/23 19:47:27+00,-78.813986,42.993988,178.216171
2020/10/23 19:47:28+00,-78.813986,42.993987,178.220825
2020/10/23 19:47:29+00,-78.813987,42.993986,178.224426
2020/10/23 19:47:30+00,-78.813989,42.993986,178.226852
2020/10/23 19:47:31+00,-78.813993,42.993987,178.228104
2020/10/23 19:47:32+00,-78.813999,42.993988,178.228195
2020/10/23 19:47:33+00,-78.814006,42.99399,178.227219
2020/10/23 19:47:34+00,-78.814014,42.993992,178.225311
2020/10/23 19:47:35+00,-78.814024,42.993994,178.222626
2020/10/23 19:47:36+00,-78.814035,42.993996,178.219299
2020/10/23 19:47:37+00,-78.814048,42.993998,178.215515
2020/10/23 19:47:38+00,-78.814061,42.993999,178.211411
2020/10/23 19:47:39+00,-78.814075,42.994,178.207169
2020/10/23 19:47:40+00,-78.81409,42.994,178.202957
2020/10/23 19:47:41+00,-78.814105,42.993999,178.199005
2020/10/23 19:47:42+00,-78.814121,42.993997,178.195496
2020/10/23 19:47:43+00,-78.814137,42.993995,178.192596
2020/10/23 19:47:44+00,-78.814153,42.993991,178.190491
2020/10/23 19:47:45+00,-78.81417,42.993987,178.189224
2020/10/23 19:47:46+00,-78.814186,42.993982,178.188736
2020/10/23 19:47:47+00,-78.814203,42.993977,178.188782
2020/10/23 19:47:48+00,-78.814219,42.993971,178.189072
2020/10/23 19:47:49+00,-78.814236,42.993965,178.189301
2020/10/23 19:47:50+00,-78.814253,42.993958,178.189148
2020/10/23 19:47:51+00,-78.81427,42.993952,178.188293
2020/10/23 19:47:52+00,-78.814287,42.993945,178.186478
2020/10/23 19:47:53+00,-78.814304,42.993939,178.183411
2020/10/23 19:47:54+00,-78.814322,42.993934,178.178925
2020/10/23 19:47:55+00,-78.81434,42.993928,178.172867
2020/10/23 19:47:56+00,-78.814358,42.993924,178.165253
2020/10/23 19:47:57+00,-78.814376,42.993919,178.156219
2020/10/23 19:47:58+00,-78.814393,42.993916,178.145981
2020/10/23 19:47:59+00,-78.814411,42.993913,178.134949
2020/10/23 19:48:00+00,-78.814428,42.99391,178.123688
2020/10/23 19:48:01+00,-78.814444,42.993908,178.113007
2020/10/23 19:48:02+00,-78.814459,42.993907,178.10379
2020/10/23 19:48:03+00,-78.814472,42.993906,178.096985
2020/10/23 19:48:04+00,-78.814485,42.993906,178.093384
2020/10/23 19:48:05+00,-78.814495,42.993906,178.093491
2020/10/23 19:48:06+00,-78.814504,42.993906,178.097366
2020/10/23 19:48:07+00,-78.814512,42.993906,178.104736
2020/10/23 19:48:08+00,-78.814518,42.993907,178.114899
2020/10/23 19:48:09+00,-78.814524,42.993908,178.126938
2020/10/23 19:48:10+00,-78.814528,42.993908,178.139954
2020/10/23 19:48:11+00,-78.814532,42.993909,178.153183
2020/10/23 19:48:12+00,-78.814536,42.99391,178.166031
2020/10/23 19:48:13+00,-78.81454,42.993911,178.17804
2020/10/23 19:48:14+00,-78.814543,42.993912,178.188828
2020/10/23 19:48:15+00,-78.814548,42.993913,178.198151
2020/10/23 19:48:16+00,-78.814552,42.993914,178.205811
2020/10/23 19:48:17+00,-78.814557,42.993915,178.211761
2020/10/23 19:48:18+00,-78.814563,42.993916,178.216003
2020/10/23 19:48:19+00,-78.814569,42.993918,178.218643
2020/10/23 19:48:20+00,-78.814576,42.993919,178.219818
2020/10/23 19:48:21+00,-78.814584,42.993921,178.219757
2020/10/23 19:48:22+00,-78.814592,42.993923,178.218674
2020/10/23 19:48:23+00,-78.8146,42.993925,178.216782
2020/10/23 19:48:24+00,-78.814609,42.993928,178.214279
2020/10/23 19:48:25+00,-78.814618,42.993931,178.211349
2020/10/23 19:48:26+00,-78.814627,42.993935,178.20813
2020/10/23 19:48:27+00,-78.814636,42.993939,178.204788
2020/10/23 19:48:28+00,-78.814645,42.993944,178.201431
2020/10/23 19:48:29+00,-78.814653,42.993949,178.198181
2020/10/23 19:48:30+00,-78.814662,42.993955,178.195084
2020/10/23 19:48:31+00,-78.81467,42.993961,178.192215
2020/10/23 19:48:32+00,-78.814678,42.993968,178.189651
2020/10/23 19:48:33+00,-78.814686,42.993976,178.1875
2020/10/23 19:48:34+00,-78.814693,42.993985,178.185852
2020/10/23 19:48:34+00,-78.814699,42.993994,178.18483
2020/10/23 19:48:35+00,-78.814705,42.994003,178.184464
2020/10/23 19:48:36+00,-78.81471,42.994013,178.184723
2020/10/23 19:48:37+00,-78.814714,42.994023,178.185608
2020/10/23 19:48:38+00,-78.814718,42.994034,178.187042
2020/10/23 19:48:39+00,-78.814721,42.994045,178.188873
2020/10/23 19:48:40+00,-78.814723,42.994057,178.190979
2020/10/23 19:48:41+00,-78.814725,42.994069,178.193192
2020/10/23 19:48:42+00,-78.814727,42.994081,178.195343
2020/10/23 19:48:43+00,-78.814728,42.994093,178.197357
2020/10/23 19:48:44+00,-78.81473,42.994106,178.199112
2020/10/23 19:48:45+00,-78.814731,42.994118,178.200607
2020/10/23 19:48:46+00,-78.814731,42.994131,178.201782
2020/10/23 19:48:47+00,-78.814732,42.994144,178.202652
2020/10/23 19:48:48+00,-78.814733,42.994158,178.203262
2020/10/23 19:48:49+00,-78.814733,42.994171,178.203613
2020/10/23 19:48:50+00,-78.814734,42.994184,178.203796
2020/10/23 19:48:51+00,-78.814735,42.994198,178.203857
2020/10/23 19:48:52+00,-78.814735,42.994212,178.203842
2020/10/23 19:48:53+00,-78.814735,42.994226,178.203735
2020/10/23 19:48:54+00,-78.814736,42.99424,178.203568
2020/10/23 19:48:55+00,-78.814736,42.994254,178.203339
2020/10/23 19:48:56+00,-78.814737,42.994268,178.203018
2020/10/23 19:48:57+00,-78.814737,42.994283,178.202652
2020/10/23 19:48:58+00,-78.814737,42.994297,178.202209
2020/10/23 19:48:59+00,-78.814738,42.994311,178.201721
2020/10/23 19:49:00+00,-78.814738,42.994325,178.201218
2020/10/23 19:49:01+00,-78.814738,42.994339,178.200745
2020/10/23 19:49:02+00,-78.814738,42.994353,178.200363
2020/10/23 19:49:03+00,-78.814738,42.994367,178.200089
2020/10/23 19:49:04+00,-78.814738,42.994381,178.199966
2020/10/23 19:49:05+00,-78.814738,42.994395,178.199997
2020/10/23 19:49:06+00,-78.814738,42.994409,178.200165
2020/10/23 19:49:07+00,-78.814738,42.994422,178.20047
2020/10/23 19:49:08+00,-78.814738,42.994436,178.200867
2020/10/23 19:49:09+00,-78.814738,42.99445,178.201355
2020/10/23 19:49:10+00,-78.814737,42.994464,178.201859
2020/10/23 19:49:11+00,-78.814737,42.994478,178.202332
2020/10/23 19:49:12+00,-78.814737,42.994492,178.202698
2020/10/23 19:49:13+00,-78.814737,42.994506,178.202896
2020/10/23 19:49:14+00,-78.814737,42.99452,178.202881
2020/10/23 19:49:15+00,-78.814737,42.994534,178.202576
2020/10/23 19:49:16+00,-78.814737,42.994548,178.201935
2020/10/23 19:49:17+00,-78.814737,42.994563,178.200943
2020/10/23 19:49:18+00,-78.814737,42.994577,178.199585
2020/10/23 19:49:19+00,-78.814738,42.994591,178.197922
2020/10/23 19:49:20+00,-78.814738,42.994606,178.196091
2020/10/23 19:49:21+00,-78.814738,42.99462,178.194305
2020/10/23 19:49:22+00,-78.814739,42.994634,178.192749
2020/10/23 19:49:23+00,-78.814739,42.994648,178.191513
2020/10/23 19:49:24+00,-78.814739,42.994662,178.190628
2020/10/23 19:49:25+00,-78.814739,42.994676,178.190094
2020/10/23 19:49:26+00,-78.814739,42.99469,178.189911
2020/10/23 19:49:27+00,-78.814738,42.994704,178.190094
2020/10/23 19:49:28+00,-78.814738,42.994718,178.190613
2020/10/23 19:49:29+00,-78.814737,42.994731,178.19136
2020/10/23 19:49:30+00,-78.814737,42.994745,178.192215
2020/10/23 19:49:31+00,-78.814736,42.994758,178.193161
2020/10/23 19:49:32+00,-78.814735,42.994771,178.194199
2020/10/23 19:49:33+00,-78.814734,42.994784,178.195312
2020/10/23 19:49:34+00,-78.814733,42.994797,178.196518
2020/10/23 19:49:35+00,-78.814732,42.994809,178.1978
2020/10/23 19:49:36+00,-78.814732,42.994822,178.199127
2020/10/23 19:49:37+00,-78.814731,42.994834,178.200516
2020/10/23 19:49:38+00,-78.81473,42.994846,178.201904
2020/10/23 19:49:39+00,-78.814729,42.994858,178.203262
2020/10/23 19:49:40+00,-78.814728,42.99487,178.204483
2020/10/23 19:49:41+00,-78.814728,42.994882,178.205536
2020/10/23 19:49:42+00,-78.814728,42.994894,178.206299
2020/10/23 19:49:43+00,-78.814728,42.994906,178.206726
2020/10/23 19:49:44+00,-78.814728,42.994917,178.206772
